"","from","to","type","subtype"
"7","hsa:10390","hsa:254531","ECrel","compound"
"8","hsa:10390","hsa:54947","ECrel","compound"
"9","hsa:10390","hsa:79888","ECrel","compound"
"13","hsa:10390","hsa:10390","ECrel","compound"
"14","hsa:10390","hsa:56994","ECrel","compound"
"17","hsa:10390","hsa:123745","ECrel","compound"
"18","hsa:10390","hsa:151056","ECrel","compound"
"19","hsa:10390","hsa:255189","ECrel","compound"
"20","hsa:10390","hsa:26279","ECrel","compound"
"21","hsa:10390","hsa:283748","ECrel","compound"
"22","hsa:10390","hsa:30814","ECrel","compound"
"23","hsa:10390","hsa:391013","ECrel","compound"
"24","hsa:10390","hsa:50487","ECrel","compound"
"25","hsa:10390","hsa:5319","ECrel","compound"
"26","hsa:10390","hsa:5320","ECrel","compound"
"27","hsa:10390","hsa:5321","ECrel","compound"
"28","hsa:10390","hsa:5322","ECrel","compound"
"29","hsa:10390","hsa:64600","ECrel","compound"
"30","hsa:10390","hsa:81579","ECrel","compound"
"31","hsa:10390","hsa:8398","ECrel","compound"
"32","hsa:10390","hsa:8399","ECrel","compound"
"33","hsa:10390","hsa:84647","ECrel","compound"
"34","hsa:10390","hsa:8605","ECrel","compound"
"36","hsa:10390","hsa:122618","ECrel","compound"
"37","hsa:10390","hsa:23646","ECrel","compound"
"38","hsa:10390","hsa:5337","ECrel","compound"
"39","hsa:10390","hsa:5338","ECrel","compound"
"40","hsa:56994","hsa:254531","ECrel","compound"
"41","hsa:56994","hsa:54947","ECrel","compound"
"42","hsa:56994","hsa:79888","ECrel","compound"
"74","hsa:5048","hsa:10390","ECrel","compound"
"75","hsa:5048","hsa:56994","ECrel","compound"
"78","hsa:5048","hsa:123745","ECrel","compound"
"79","hsa:5048","hsa:151056","ECrel","compound"
"80","hsa:5048","hsa:255189","ECrel","compound"
"81","hsa:5048","hsa:26279","ECrel","compound"
"82","hsa:5048","hsa:283748","ECrel","compound"
"83","hsa:5048","hsa:30814","ECrel","compound"
"84","hsa:5048","hsa:391013","ECrel","compound"
"85","hsa:5048","hsa:50487","ECrel","compound"
"86","hsa:5048","hsa:5319","ECrel","compound"
"87","hsa:5048","hsa:5320","ECrel","compound"
"88","hsa:5048","hsa:5321","ECrel","compound"
"89","hsa:5048","hsa:5322","ECrel","compound"
"90","hsa:5048","hsa:64600","ECrel","compound"
"91","hsa:5048","hsa:81579","ECrel","compound"
"92","hsa:5048","hsa:8398","ECrel","compound"
"93","hsa:5048","hsa:8399","ECrel","compound"
"94","hsa:5048","hsa:84647","ECrel","compound"
"95","hsa:5048","hsa:8605","ECrel","compound"
"97","hsa:5048","hsa:54947","ECrel","compound"
"98","hsa:5048","hsa:79888","ECrel","compound"
"99","hsa:5049","hsa:10390","ECrel","compound"
"100","hsa:5049","hsa:56994","ECrel","compound"
"103","hsa:5049","hsa:123745","ECrel","compound"
"104","hsa:5049","hsa:151056","ECrel","compound"
"105","hsa:5049","hsa:255189","ECrel","compound"
"106","hsa:5049","hsa:26279","ECrel","compound"
"107","hsa:5049","hsa:283748","ECrel","compound"
"108","hsa:5049","hsa:30814","ECrel","compound"
"109","hsa:5049","hsa:391013","ECrel","compound"
"110","hsa:5049","hsa:50487","ECrel","compound"
"111","hsa:5049","hsa:5319","ECrel","compound"
"112","hsa:5049","hsa:5320","ECrel","compound"
"113","hsa:5049","hsa:5321","ECrel","compound"
"114","hsa:5049","hsa:5322","ECrel","compound"
"115","hsa:5049","hsa:64600","ECrel","compound"
"116","hsa:5049","hsa:81579","ECrel","compound"
"117","hsa:5049","hsa:8398","ECrel","compound"
"118","hsa:5049","hsa:8399","ECrel","compound"
"119","hsa:5049","hsa:84647","ECrel","compound"
"120","hsa:5049","hsa:8605","ECrel","compound"
"122","hsa:5049","hsa:54947","ECrel","compound"
"123","hsa:5049","hsa:79888","ECrel","compound"
"124","hsa:5050","hsa:10390","ECrel","compound"
"125","hsa:5050","hsa:56994","ECrel","compound"
"128","hsa:5050","hsa:123745","ECrel","compound"
"129","hsa:5050","hsa:151056","ECrel","compound"
"130","hsa:5050","hsa:255189","ECrel","compound"
"131","hsa:5050","hsa:26279","ECrel","compound"
"132","hsa:5050","hsa:283748","ECrel","compound"
"133","hsa:5050","hsa:30814","ECrel","compound"
"134","hsa:5050","hsa:391013","ECrel","compound"
"135","hsa:5050","hsa:50487","ECrel","compound"
"136","hsa:5050","hsa:5319","ECrel","compound"
"137","hsa:5050","hsa:5320","ECrel","compound"
"138","hsa:5050","hsa:5321","ECrel","compound"
"139","hsa:5050","hsa:5322","ECrel","compound"
"140","hsa:5050","hsa:64600","ECrel","compound"
"141","hsa:5050","hsa:81579","ECrel","compound"
"142","hsa:5050","hsa:8398","ECrel","compound"
"143","hsa:5050","hsa:8399","ECrel","compound"
"144","hsa:5050","hsa:84647","ECrel","compound"
"145","hsa:5050","hsa:8605","ECrel","compound"
"147","hsa:5050","hsa:54947","ECrel","compound"
"148","hsa:5050","hsa:79888","ECrel","compound"
"149","hsa:5051","hsa:10390","ECrel","compound"
"150","hsa:5051","hsa:56994","ECrel","compound"
"153","hsa:5051","hsa:123745","ECrel","compound"
"154","hsa:5051","hsa:151056","ECrel","compound"
"155","hsa:5051","hsa:255189","ECrel","compound"
"156","hsa:5051","hsa:26279","ECrel","compound"
"157","hsa:5051","hsa:283748","ECrel","compound"
"158","hsa:5051","hsa:30814","ECrel","compound"
"159","hsa:5051","hsa:391013","ECrel","compound"
"160","hsa:5051","hsa:50487","ECrel","compound"
"161","hsa:5051","hsa:5319","ECrel","compound"
"162","hsa:5051","hsa:5320","ECrel","compound"
"163","hsa:5051","hsa:5321","ECrel","compound"
"164","hsa:5051","hsa:5322","ECrel","compound"
"165","hsa:5051","hsa:64600","ECrel","compound"
"166","hsa:5051","hsa:81579","ECrel","compound"
"167","hsa:5051","hsa:8398","ECrel","compound"
"168","hsa:5051","hsa:8399","ECrel","compound"
"169","hsa:5051","hsa:84647","ECrel","compound"
"170","hsa:5051","hsa:8605","ECrel","compound"
"172","hsa:5051","hsa:54947","ECrel","compound"
"173","hsa:5051","hsa:79888","ECrel","compound"
"174","hsa:7941","hsa:10390","ECrel","compound"
"175","hsa:7941","hsa:56994","ECrel","compound"
"178","hsa:7941","hsa:123745","ECrel","compound"
"179","hsa:7941","hsa:151056","ECrel","compound"
"180","hsa:7941","hsa:255189","ECrel","compound"
"181","hsa:7941","hsa:26279","ECrel","compound"
"182","hsa:7941","hsa:283748","ECrel","compound"
"183","hsa:7941","hsa:30814","ECrel","compound"
"184","hsa:7941","hsa:391013","ECrel","compound"
"185","hsa:7941","hsa:50487","ECrel","compound"
"186","hsa:7941","hsa:5319","ECrel","compound"
"187","hsa:7941","hsa:5320","ECrel","compound"
"188","hsa:7941","hsa:5321","ECrel","compound"
"189","hsa:7941","hsa:5322","ECrel","compound"
"190","hsa:7941","hsa:64600","ECrel","compound"
"191","hsa:7941","hsa:81579","ECrel","compound"
"192","hsa:7941","hsa:8398","ECrel","compound"
"193","hsa:7941","hsa:8399","ECrel","compound"
"194","hsa:7941","hsa:84647","ECrel","compound"
"195","hsa:7941","hsa:8605","ECrel","compound"
"197","hsa:7941","hsa:54947","ECrel","compound"
"198","hsa:7941","hsa:79888","ECrel","compound"
"211","hsa:123745","hsa:254531","ECrel","compound"
"212","hsa:123745","hsa:54947","ECrel","compound"
"213","hsa:123745","hsa:79888","ECrel","compound"
"214","hsa:123745","hsa:10390","ECrel","compound"
"215","hsa:123745","hsa:56994","ECrel","compound"
"216","hsa:123745","hsa:133121","ECrel","compound"
"217","hsa:151056","hsa:254531","ECrel","compound"
"218","hsa:151056","hsa:54947","ECrel","compound"
"219","hsa:151056","hsa:79888","ECrel","compound"
"220","hsa:151056","hsa:10390","ECrel","compound"
"221","hsa:151056","hsa:56994","ECrel","compound"
"222","hsa:151056","hsa:133121","ECrel","compound"
"223","hsa:255189","hsa:254531","ECrel","compound"
"224","hsa:255189","hsa:54947","ECrel","compound"
"225","hsa:255189","hsa:79888","ECrel","compound"
"226","hsa:255189","hsa:10390","ECrel","compound"
"227","hsa:255189","hsa:56994","ECrel","compound"
"228","hsa:255189","hsa:133121","ECrel","compound"
"229","hsa:26279","hsa:254531","ECrel","compound"
"230","hsa:26279","hsa:54947","ECrel","compound"
"231","hsa:26279","hsa:79888","ECrel","compound"
"232","hsa:26279","hsa:10390","ECrel","compound"
"233","hsa:26279","hsa:56994","ECrel","compound"
"234","hsa:26279","hsa:133121","ECrel","compound"
"235","hsa:283748","hsa:254531","ECrel","compound"
"236","hsa:283748","hsa:54947","ECrel","compound"
"237","hsa:283748","hsa:79888","ECrel","compound"
"238","hsa:283748","hsa:10390","ECrel","compound"
"239","hsa:283748","hsa:56994","ECrel","compound"
"240","hsa:283748","hsa:133121","ECrel","compound"
"241","hsa:30814","hsa:254531","ECrel","compound"
"242","hsa:30814","hsa:54947","ECrel","compound"
"243","hsa:30814","hsa:79888","ECrel","compound"
"244","hsa:30814","hsa:10390","ECrel","compound"
"245","hsa:30814","hsa:56994","ECrel","compound"
"246","hsa:30814","hsa:133121","ECrel","compound"
"247","hsa:391013","hsa:254531","ECrel","compound"
"248","hsa:391013","hsa:54947","ECrel","compound"
"249","hsa:391013","hsa:79888","ECrel","compound"
"250","hsa:391013","hsa:10390","ECrel","compound"
"251","hsa:391013","hsa:56994","ECrel","compound"
"252","hsa:391013","hsa:133121","ECrel","compound"
"253","hsa:50487","hsa:254531","ECrel","compound"
"254","hsa:50487","hsa:54947","ECrel","compound"
"255","hsa:50487","hsa:79888","ECrel","compound"
"256","hsa:50487","hsa:10390","ECrel","compound"
"257","hsa:50487","hsa:56994","ECrel","compound"
"258","hsa:50487","hsa:133121","ECrel","compound"
"259","hsa:5319","hsa:254531","ECrel","compound"
"260","hsa:5319","hsa:54947","ECrel","compound"
"261","hsa:5319","hsa:79888","ECrel","compound"
"262","hsa:5319","hsa:10390","ECrel","compound"
"263","hsa:5319","hsa:56994","ECrel","compound"
"264","hsa:5319","hsa:133121","ECrel","compound"
"265","hsa:5320","hsa:254531","ECrel","compound"
"266","hsa:5320","hsa:54947","ECrel","compound"
"267","hsa:5320","hsa:79888","ECrel","compound"
"268","hsa:5320","hsa:10390","ECrel","compound"
"269","hsa:5320","hsa:56994","ECrel","compound"
"270","hsa:5320","hsa:133121","ECrel","compound"
"271","hsa:5321","hsa:254531","ECrel","compound"
"272","hsa:5321","hsa:54947","ECrel","compound"
"273","hsa:5321","hsa:79888","ECrel","compound"
"274","hsa:5321","hsa:10390","ECrel","compound"
"275","hsa:5321","hsa:56994","ECrel","compound"
"276","hsa:5321","hsa:133121","ECrel","compound"
"277","hsa:5322","hsa:254531","ECrel","compound"
"278","hsa:5322","hsa:54947","ECrel","compound"
"279","hsa:5322","hsa:79888","ECrel","compound"
"280","hsa:5322","hsa:10390","ECrel","compound"
"281","hsa:5322","hsa:56994","ECrel","compound"
"282","hsa:5322","hsa:133121","ECrel","compound"
"283","hsa:64600","hsa:254531","ECrel","compound"
"284","hsa:64600","hsa:54947","ECrel","compound"
"285","hsa:64600","hsa:79888","ECrel","compound"
"286","hsa:64600","hsa:10390","ECrel","compound"
"287","hsa:64600","hsa:56994","ECrel","compound"
"288","hsa:64600","hsa:133121","ECrel","compound"
"289","hsa:81579","hsa:254531","ECrel","compound"
"290","hsa:81579","hsa:54947","ECrel","compound"
"291","hsa:81579","hsa:79888","ECrel","compound"
"292","hsa:81579","hsa:10390","ECrel","compound"
"293","hsa:81579","hsa:56994","ECrel","compound"
"294","hsa:81579","hsa:133121","ECrel","compound"
"295","hsa:8398","hsa:254531","ECrel","compound"
"296","hsa:8398","hsa:54947","ECrel","compound"
"297","hsa:8398","hsa:79888","ECrel","compound"
"298","hsa:8398","hsa:10390","ECrel","compound"
"299","hsa:8398","hsa:56994","ECrel","compound"
"300","hsa:8398","hsa:133121","ECrel","compound"
"301","hsa:8399","hsa:254531","ECrel","compound"
"302","hsa:8399","hsa:54947","ECrel","compound"
"303","hsa:8399","hsa:79888","ECrel","compound"
"304","hsa:8399","hsa:10390","ECrel","compound"
"305","hsa:8399","hsa:56994","ECrel","compound"
"306","hsa:8399","hsa:133121","ECrel","compound"
"307","hsa:84647","hsa:254531","ECrel","compound"
"308","hsa:84647","hsa:54947","ECrel","compound"
"309","hsa:84647","hsa:79888","ECrel","compound"
"310","hsa:84647","hsa:10390","ECrel","compound"
"311","hsa:84647","hsa:56994","ECrel","compound"
"312","hsa:84647","hsa:133121","ECrel","compound"
"313","hsa:8605","hsa:254531","ECrel","compound"
"314","hsa:8605","hsa:54947","ECrel","compound"
"315","hsa:8605","hsa:79888","ECrel","compound"
"316","hsa:8605","hsa:10390","ECrel","compound"
"317","hsa:8605","hsa:56994","ECrel","compound"
"318","hsa:8605","hsa:133121","ECrel","compound"
"325","hsa:54947","hsa:254531","ECrel","compound"
"326","hsa:54947","hsa:54947","ECrel","compound"
"327","hsa:54947","hsa:79888","ECrel","compound"
"328","hsa:54947","hsa:10390","ECrel","compound"
"329","hsa:54947","hsa:56994","ECrel","compound"
"330","hsa:79888","hsa:254531","ECrel","compound"
"331","hsa:79888","hsa:54947","ECrel","compound"
"332","hsa:79888","hsa:79888","ECrel","compound"
"333","hsa:79888","hsa:10390","ECrel","compound"
"334","hsa:79888","hsa:56994","ECrel","compound"
"391","hsa:255043","hsa:133121","ECrel","compound"
"394","hsa:255043","hsa:123745","ECrel","compound"
"395","hsa:255043","hsa:151056","ECrel","compound"
"396","hsa:255043","hsa:255189","ECrel","compound"
"397","hsa:255043","hsa:26279","ECrel","compound"
"398","hsa:255043","hsa:283748","ECrel","compound"
"399","hsa:255043","hsa:30814","ECrel","compound"
"400","hsa:255043","hsa:391013","ECrel","compound"
"401","hsa:255043","hsa:50487","ECrel","compound"
"402","hsa:255043","hsa:5319","ECrel","compound"
"403","hsa:255043","hsa:5320","ECrel","compound"
"404","hsa:255043","hsa:5321","ECrel","compound"
"405","hsa:255043","hsa:5322","ECrel","compound"
"406","hsa:255043","hsa:64600","ECrel","compound"
"407","hsa:255043","hsa:81579","ECrel","compound"
"408","hsa:255043","hsa:8398","ECrel","compound"
"409","hsa:255043","hsa:8399","ECrel","compound"
"410","hsa:255043","hsa:84647","ECrel","compound"
"411","hsa:255043","hsa:8605","ECrel","compound"
"413","hsa:255043","hsa:254531","ECrel","compound"
"414","hsa:122618","hsa:254531","ECrel","compound"
"417","hsa:122618","hsa:123745","ECrel","compound"
"418","hsa:122618","hsa:151056","ECrel","compound"
"419","hsa:122618","hsa:255189","ECrel","compound"
"420","hsa:122618","hsa:26279","ECrel","compound"
