"","from","to","type","subtype"
"60","hsa:6256","hsa:4023","GErel","expression"
"61","hsa:6256","hsa:2180","GErel","expression"
"62","hsa:6256","hsa:2181","GErel","expression"
"63","hsa:6256","hsa:2182","GErel","expression"
"64","hsa:6256","hsa:23205","GErel","expression"
"65","hsa:6256","hsa:23305","GErel","expression"
"66","hsa:6256","hsa:51703","GErel","expression"
"67","hsa:6256","hsa:81616","GErel","expression"
"68","hsa:6256","hsa:1962","GErel","expression"
"69","hsa:6256","hsa:30","GErel","expression"
"70","hsa:6256","hsa:6342","GErel","expression"
"71","hsa:6256","hsa:51","GErel","expression"
"72","hsa:6256","hsa:8309","GErel","expression"
"73","hsa:6256","hsa:8310","GErel","expression"
"74","hsa:6256","hsa:126129","GErel","expression"
"75","hsa:6256","hsa:1374","GErel","expression"
"77","hsa:6256","hsa:1376","GErel","expression"
"78","hsa:6256","hsa:34","GErel","expression"
"79","hsa:6256","hsa:51129","GErel","expression"
"80","hsa:6256","hsa:7350","GErel","expression"
"81","hsa:6256","hsa:2170","GErel","expression"
"82","hsa:6256","hsa:33","GErel","expression"
"83","hsa:6256","hsa:3611","GErel","expression"
"84","hsa:6256","hsa:5170","GErel","expression"
"85","hsa:6256","hsa:7316","GErel","expression"
"86","hsa:6256","hsa:1593","GErel","expression"
"87","hsa:6256","hsa:948","GErel","expression"
"88","hsa:6256","hsa:4973","GErel","expression"
"89","hsa:6256","hsa:123","GErel","expression"
"90","hsa:6256","hsa:440503","GErel","expression"
"91","hsa:6256","hsa:5346","GErel","expression"
"92","hsa:6256","hsa:729359","GErel","expression"
"93","hsa:6256","hsa:2167","GErel","expression"
"94","hsa:6256","hsa:9370","GErel","expression"
"95","hsa:6256","hsa:10580","GErel","expression"
"96","hsa:6256","hsa:4312","GErel","expression"
"97","hsa:6256","hsa:5105","GErel","expression"
"98","hsa:6256","hsa:5106","GErel","expression"
"101","hsa:6256","hsa:364","GErel","expression"
"102","hsa:6256","hsa:2710","GErel","expression"
"103","hsa:6256","hsa:2712","GErel","expression"
"104","hsa:6257","hsa:3157","GErel","expression"
"105","hsa:6257","hsa:3158","GErel","expression"
"106","hsa:6257","hsa:335","GErel","expression"
"107","hsa:6257","hsa:336","GErel","expression"
"108","hsa:6257","hsa:345","GErel","expression"
"109","hsa:6257","hsa:116519","GErel","expression"
"110","hsa:6257","hsa:5360","GErel","expression"
"111","hsa:6257","hsa:10873","GErel","expression"
"112","hsa:6257","hsa:4199","GErel","expression"
"113","hsa:6257","hsa:6319","GErel","expression"
"114","hsa:6257","hsa:79966","GErel","expression"
"115","hsa:6257","hsa:9415","GErel","expression"
"116","hsa:6257","hsa:1581","GErel","expression"
"117","hsa:6257","hsa:1582","GErel","expression"
"118","hsa:6257","hsa:10062","GErel","expression"
"119","hsa:6257","hsa:1622","GErel","expression"
"120","hsa:6257","hsa:2168","GErel","expression"
"121","hsa:6257","hsa:10999","GErel","expression"
"122","hsa:6257","hsa:376497","GErel","expression"
"123","hsa:6257","hsa:4023","GErel","expression"
"124","hsa:6257","hsa:2180","GErel","expression"
"125","hsa:6257","hsa:2181","GErel","expression"
"126","hsa:6257","hsa:2182","GErel","expression"
"127","hsa:6257","hsa:23205","GErel","expression"
"128","hsa:6257","hsa:23305","GErel","expression"
"129","hsa:6257","hsa:51703","GErel","expression"
"130","hsa:6257","hsa:81616","GErel","expression"
"131","hsa:6257","hsa:1962","GErel","expression"
"132","hsa:6257","hsa:30","GErel","expression"
"133","hsa:6257","hsa:6342","GErel","expression"
"134","hsa:6257","hsa:51","GErel","expression"
"135","hsa:6257","hsa:8309","GErel","expression"
"136","hsa:6257","hsa:8310","GErel","expression"
"137","hsa:6257","hsa:126129","GErel","expression"
"138","hsa:6257","hsa:1374","GErel","expression"
"140","hsa:6257","hsa:1376","GErel","expression"
"141","hsa:6257","hsa:34","GErel","expression"
"142","hsa:6257","hsa:51129","GErel","expression"
"143","hsa:6257","hsa:7350","GErel","expression"
"144","hsa:6257","hsa:2170","GErel","expression"
"145","hsa:6257","hsa:33","GErel","expression"
"146","hsa:6257","hsa:3611","GErel","expression"
"147","hsa:6257","hsa:5170","GErel","expression"
"148","hsa:6257","hsa:7316","GErel","expression"
"149","hsa:6257","hsa:1593","GErel","expression"
"150","hsa:6257","hsa:948","GErel","expression"
"151","hsa:6257","hsa:4973","GErel","expression"
"152","hsa:6257","hsa:123","GErel","expression"
"153","hsa:6257","hsa:440503","GErel","expression"
"154","hsa:6257","hsa:5346","GErel","expression"
"155","hsa:6257","hsa:729359","GErel","expression"
"156","hsa:6257","hsa:2167","GErel","expression"
"157","hsa:6257","hsa:9370","GErel","expression"
"158","hsa:6257","hsa:10580","GErel","expression"
"159","hsa:6257","hsa:4312","GErel","expression"
"160","hsa:6257","hsa:5105","GErel","expression"
"161","hsa:6257","hsa:5106","GErel","expression"
"164","hsa:6257","hsa:364","GErel","expression"
"165","hsa:6257","hsa:2710","GErel","expression"
"166","hsa:6257","hsa:2712","GErel","expression"
"167","hsa:6258","hsa:3157","GErel","expression"
"168","hsa:6258","hsa:3158","GErel","expression"
"169","hsa:6258","hsa:335","GErel","expression"
"170","hsa:6258","hsa:336","GErel","expression"
"171","hsa:6258","hsa:345","GErel","expression"
"172","hsa:6258","hsa:116519","GErel","expression"
"173","hsa:6258","hsa:5360","GErel","expression"
"174","hsa:6258","hsa:10873","GErel","expression"
"175","hsa:6258","hsa:4199","GErel","expression"
"176","hsa:6258","hsa:6319","GErel","expression"
"177","hsa:6258","hsa:79966","GErel","expression"
"178","hsa:6258","hsa:9415","GErel","expression"
"179","hsa:6258","hsa:1581","GErel","expression"
"180","hsa:6258","hsa:1582","GErel","expression"
"181","hsa:6258","hsa:10062","GErel","expression"
"182","hsa:6258","hsa:1622","GErel","expression"
"183","hsa:6258","hsa:2168","GErel","expression"
"184","hsa:6258","hsa:10999","GErel","expression"
"185","hsa:6258","hsa:376497","GErel","expression"
"186","hsa:6258","hsa:4023","GErel","expression"
"187","hsa:6258","hsa:2180","GErel","expression"
"188","hsa:6258","hsa:2181","GErel","expression"
"189","hsa:6258","hsa:2182","GErel","expression"
"190","hsa:6258","hsa:23205","GErel","expression"
"191","hsa:6258","hsa:23305","GErel","expression"
"192","hsa:6258","hsa:51703","GErel","expression"
"193","hsa:6258","hsa:81616","GErel","expression"
"194","hsa:6258","hsa:1962","GErel","expression"
"195","hsa:6258","hsa:30","GErel","expression"
"196","hsa:6258","hsa:6342","GErel","expression"
"197","hsa:6258","hsa:51","GErel","expression"
"198","hsa:6258","hsa:8309","GErel","expression"
"199","hsa:6258","hsa:8310","GErel","expression"
"200","hsa:6258","hsa:126129","GErel","expression"
"201","hsa:6258","hsa:1374","GErel","expression"
"203","hsa:6258","hsa:1376","GErel","expression"
"204","hsa:6258","hsa:34","GErel","expression"
"205","hsa:6258","hsa:51129","GErel","expression"
"206","hsa:6258","hsa:7350","GErel","expression"
"207","hsa:6258","hsa:2170","GErel","expression"
"208","hsa:6258","hsa:33","GErel","expression"
"209","hsa:6258","hsa:3611","GErel","expression"
"210","hsa:6258","hsa:5170","GErel","expression"
"2111","hsa:6258","hsa:7316","GErel","expression"
"212","hsa:6258","hsa:1593","GErel","expression"
"213","hsa:6258","hsa:948","GErel","expression"
"214","hsa:6258","hsa:4973","GErel","expression"
"215","hsa:6258","hsa:123","GErel","expression"
"216","hsa:6258","hsa:440503","GErel","expression"
"217","hsa:6258","hsa:5346","GErel","expression"
"218","hsa:6258","hsa:729359","GErel","expression"
"219","hsa:6258","hsa:2167","GErel","expression"
"220","hsa:6258","hsa:9370","GErel","expression"
"221","hsa:6258","hsa:10580","GErel","expression"
"222","hsa:6258","hsa:4312","GErel","expression"
"223","hsa:6258","hsa:5105","GErel","expression"
"224","hsa:6258","hsa:5106","GErel","expression"
"227","hsa:6258","hsa:364","GErel","expression"
"228","hsa:6258","hsa:2710","GErel","expression"
"229","hsa:6258","hsa:2712","GErel","expression"
"230","hsa:5467","hsa:2170","GErel","expression"
"231","hsa:5467","hsa:126129","GErel","expression"
"232","hsa:5467","hsa:1374","GErel","expression"
"234","hsa:5467","hsa:33","GErel","expression"
"235","hsa:5467","hsa:4023","GErel","expression"
"236","hsa:5467","hsa:51","GErel","expression"
"237","hsa:5467","hsa:8309","GErel","expression"
"238","hsa:5467","hsa:8310","GErel","expression"
"239","hsa:5467","hsa:51129","GErel","expression"
"240","hsa:5467","hsa:7350","GErel","expression"
"241","hsa:5467","hsa:3611","GErel","expression"
"242","hsa:5467","hsa:5170","GErel","expression"
"243","hsa:5467","hsa:7316","GErel","expression"
"244","hsa:5468","hsa:6319","GErel","expression"
"245","hsa:5468","hsa:79966","GErel","expression"
"246","hsa:5468","hsa:10062","GErel","expression"
"247","hsa:5468","hsa:1593","GErel","expression"
"248","hsa:5468","hsa:10999","GErel","expression"
"249","hsa:5468","hsa:376497","GErel","expression"
"250","hsa:5468","hsa:948","GErel","expression"
"251","hsa:5468","hsa:4023","GErel","expression"
"252","hsa:5468","hsa:4973","GErel","expression"
"253","hsa:5468","hsa:2180","GErel","expression"
"254","hsa:5468","hsa:2181","GErel","expression"
"255","hsa:5468","hsa:2182","GErel","expression"
"256","hsa:5468","hsa:23205","GErel","expression"
"257","hsa:5468","hsa:23305","GErel","expression"
"258","hsa:5468","hsa:51703","GErel","expression"
"259","hsa:5468","hsa:81616","GErel","expression"
"260","hsa:5468","hsa:126129","GErel","expression"
"261","hsa:5468","hsa:1374","GErel","expression"
"263","hsa:5468","hsa:51129","GErel","expression"
"264","hsa:5468","hsa:123","GErel","expression"
"265","hsa:5468","hsa:440503","GErel","expression"
"266","hsa:5468","hsa:5346","GErel","expression"
"267","hsa:5468","hsa:729359","GErel","expression"
"268","hsa:5468","hsa:2167","GErel","expression"
"269","hsa:5468","hsa:9370","GErel","expression"
"270","hsa:5468","hsa:10580","GErel","expression"
"271","hsa:5468","hsa:4312","GErel","expression"
"272","hsa:5468","hsa:7350","GErel","expression"
"273","hsa:5468","hsa:5105","GErel","expression"
"274","hsa:5468","hsa:5106","GErel","expression"
"277","hsa:5468","hsa:364","GErel","expression"
"278","hsa:5468","hsa:2710","GErel","expression"
"279","hsa:5468","hsa:2712","GErel","expression"
