"","from","to","type","subtype"
"6","hsa:594","hsa:586","ECrel","compound"
"7","hsa:594","hsa:587","ECrel","compound"
"8","hsa:594","hsa:1629","ECrel","compound"
"9","hsa:594","hsa:1738","ECrel","compound"
"10","hsa:594","hsa:259307","ECrel","compound"
"12","hsa:1738","hsa:594","ECrel","compound"
"13","hsa:1738","hsa:1629","ECrel","compound"
"14","hsa:38","hsa:3157","ECrel","compound"
"15","hsa:38","hsa:3158","ECrel","compound"
"16","hsa:38","hsa:5019","ECrel","compound"
"18","hsa:38","hsa:3155","ECrel","compound"
"19","hsa:38","hsa:54511","ECrel","compound"
"21","hsa:38","hsa:30","ECrel","compound"
"22","hsa:38","hsa:3032","ECrel","compound"
"23","hsa:39","hsa:3157","ECrel","compound"
"24","hsa:39","hsa:3158","ECrel","compound"
"25","hsa:39","hsa:5019","ECrel","compound"
"27","hsa:39","hsa:3155","ECrel","compound"
"28","hsa:39","hsa:54511","ECrel","compound"
"30","hsa:39","hsa:30","ECrel","compound"
"31","hsa:39","hsa:3032","ECrel","compound"
"32","hsa:3157","hsa:549","ECrel","compound"
"33","hsa:3157","hsa:5019","ECrel","compound"
"36","hsa:3157","hsa:30","ECrel","compound"
"37","hsa:3157","hsa:3032","ECrel","compound"
"38","hsa:3157","hsa:3155","ECrel","compound"
"39","hsa:3157","hsa:54511","ECrel","compound"
"40","hsa:3158","hsa:549","ECrel","compound"
"41","hsa:3158","hsa:5019","ECrel","compound"
"44","hsa:3158","hsa:30","ECrel","compound"
"45","hsa:3158","hsa:3032","ECrel","compound"
"46","hsa:3158","hsa:3155","ECrel","compound"
"47","hsa:3158","hsa:54511","ECrel","compound"
"48","hsa:5019","hsa:3155","ECrel","compound"
"49","hsa:5019","hsa:54511","ECrel","compound"
"52","hsa:3155","hsa:549","ECrel","compound"
"54","hsa:3155","hsa:30","ECrel","compound"
"55","hsa:3155","hsa:3032","ECrel","compound"
"56","hsa:54511","hsa:549","ECrel","compound"
"58","hsa:54511","hsa:30","ECrel","compound"
"59","hsa:54511","hsa:3032","ECrel","compound"
"60","hsa:549","hsa:56922","ECrel","compound"
"61","hsa:549","hsa:64087","ECrel","compound"
"62","hsa:56922","hsa:3712","ECrel","compound"
"63","hsa:56922","hsa:34","ECrel","compound"
"64","hsa:56922","hsa:1892","ECrel","compound"
"65","hsa:56922","hsa:1962","ECrel","compound"
"66","hsa:56922","hsa:3030","ECrel","compound"
"67","hsa:64087","hsa:3712","ECrel","compound"
"68","hsa:64087","hsa:34","ECrel","compound"
"69","hsa:64087","hsa:1892","ECrel","compound"
"70","hsa:64087","hsa:1962","ECrel","compound"
"71","hsa:64087","hsa:3030","ECrel","compound"
"72","hsa:1892","hsa:3712","ECrel","compound"
"73","hsa:1892","hsa:34","ECrel","compound"
"74","hsa:1892","hsa:1962","ECrel","compound"
"75","hsa:1892","hsa:3028","ECrel","compound"
"76","hsa:1892","hsa:3033","ECrel","compound"
"77","hsa:1892","hsa:36","ECrel","compound"
"78","hsa:1892","hsa:35","ECrel","compound"
"79","hsa:1962","hsa:3712","ECrel","compound"
"80","hsa:1962","hsa:34","ECrel","compound"
"81","hsa:1962","hsa:1962","ECrel","compound"
"82","hsa:1962","hsa:3028","ECrel","compound"
"83","hsa:1962","hsa:3033","ECrel","compound"
"84","hsa:1962","hsa:36","ECrel","compound"
"85","hsa:1962","hsa:35","ECrel","compound"
"86","hsa:1962","hsa:26275","ECrel","compound"
"87","hsa:1962","hsa:4329","ECrel","compound"
"88","hsa:1962","hsa:316","ECrel","compound"
"89","hsa:1962","hsa:217","ECrel","compound"
"90","hsa:1962","hsa:219","ECrel","compound"
"91","hsa:1962","hsa:223","ECrel","compound"
"92","hsa:1962","hsa:224","ECrel","compound"
"93","hsa:1962","hsa:501","ECrel","compound"
"94","hsa:1962","hsa:18","ECrel","compound"
"95","hsa:3030","hsa:3712","ECrel","compound"
"96","hsa:3030","hsa:34","ECrel","compound"
"97","hsa:3030","hsa:1962","ECrel","compound"
"98","hsa:3030","hsa:3028","ECrel","compound"
"99","hsa:3030","hsa:3033","ECrel","compound"
"100","hsa:3030","hsa:36","ECrel","compound"
"101","hsa:3030","hsa:35","ECrel","compound"
"102","hsa:3712","hsa:1629","ECrel","compound"
"104","hsa:586","hsa:594","ECrel","compound"
"106","hsa:587","hsa:594","ECrel","compound"
"113","hsa:30","hsa:5095","ECrel","compound"
"114","hsa:30","hsa:5096","ECrel","compound"
"115","hsa:30","hsa:4329","ECrel","compound"
"116","hsa:30","hsa:1962","ECrel","compound"
"117","hsa:30","hsa:3028","ECrel","compound"
