"","from","to","type","subtype"
"2","hsa:1571","hsa:119391","ECrel","compound"
"21","hsa:1571","hsa:221357","ECrel","compound"
"3","hsa:1571","hsa:27306","ECrel","compound"
"4","hsa:1571","hsa:2938","ECrel","compound"
"5","hsa:1571","hsa:2939","ECrel","compound"
"6","hsa:1571","hsa:2940","ECrel","compound"
"7","hsa:1571","hsa:2941","ECrel","compound"
"10","hsa:1571","hsa:2947","ECrel","compound"
"11","hsa:1571","hsa:2948","ECrel","compound"
"13","hsa:1571","hsa:2950","ECrel","compound"
"14","hsa:1571","hsa:2952","ECrel","compound"
"16","hsa:1571","hsa:373156","ECrel","compound"
"17","hsa:1571","hsa:4257","ECrel","compound"
"18","hsa:1571","hsa:4258","ECrel","compound"
"19","hsa:1571","hsa:4259","ECrel","compound"
"211","hsa:1571","hsa:9446","ECrel","compound"
"22","hsa:1571","hsa:2052","ECrel","compound"
"23","hsa:1571","hsa:218","ECrel","compound"
"24","hsa:1571","hsa:221","ECrel","compound"
"25","hsa:1571","hsa:222","ECrel","compound"
"26","hsa:1571","hsa:124","ECrel","compound"
"27","hsa:1571","hsa:125","ECrel","compound"
"28","hsa:1571","hsa:126","ECrel","compound"
"29","hsa:1571","hsa:127","ECrel","compound"
"30","hsa:1571","hsa:128","ECrel","compound"
"31","hsa:1571","hsa:130","ECrel","compound"
"32","hsa:1571","hsa:131","ECrel","compound"
"33","hsa:1571","hsa:10720","ECrel","compound"
"34","hsa:1571","hsa:10941","ECrel","compound"
"35","hsa:1571","hsa:54490","ECrel","compound"
"46","hsa:1571","hsa:7363","ECrel","compound"
"47","hsa:1571","hsa:7364","ECrel","compound"
"48","hsa:1571","hsa:7365","ECrel","compound"
"49","hsa:1571","hsa:7366","ECrel","compound"
"50","hsa:1571","hsa:7367","ECrel","compound"
"51","hsa:1571","hsa:79799","ECrel","compound"
"52","hsa:1571","hsa:1543","ECrel","compound"
"55","hsa:1571","hsa:1576","ECrel","compound"
"56","hsa:1571","hsa:1645","ECrel","compound"
"57","hsa:1571","hsa:3290","ECrel","compound"
"59","hsa:1571","hsa:873","ECrel","compound"
"60","hsa:1571","hsa:874","ECrel","compound"
"61","hsa:1571","hsa:1553","ECrel","compound"
"62","hsa:1571","hsa:1544","ECrel","compound"
"63","hsa:119391","hsa:1543","ECrel","compound"
"64","hsa:119391","hsa:1544","ECrel","compound"
"65","hsa:119391","hsa:2052","ECrel","compound"
"66","hsa:119391","hsa:119391","ECrel","compound"
"67","hsa:119391","hsa:221357","ECrel","compound"
"68","hsa:119391","hsa:27306","ECrel","compound"
"69","hsa:119391","hsa:2938","ECrel","compound"
"70","hsa:119391","hsa:2939","ECrel","compound"
"71","hsa:119391","hsa:2940","ECrel","compound"
"72","hsa:119391","hsa:2941","ECrel","compound"
"75","hsa:119391","hsa:2947","ECrel","compound"
"76","hsa:119391","hsa:2948","ECrel","compound"
"78","hsa:119391","hsa:2950","ECrel","compound"
"79","hsa:119391","hsa:2952","ECrel","compound"
"81","hsa:119391","hsa:373156","ECrel","compound"
"82","hsa:119391","hsa:4257","ECrel","compound"
"83","hsa:119391","hsa:4258","ECrel","compound"
"84","hsa:119391","hsa:4259","ECrel","compound"
"86","hsa:119391","hsa:9446","ECrel","compound"
"87","hsa:119391","hsa:1571","ECrel","compound"
"88","hsa:119391","hsa:1553","ECrel","compound"
"89","hsa:119391","hsa:1576","ECrel","compound"
"90","hsa:119391","hsa:1545","ECrel","compound"
"91","hsa:119391","hsa:1559","ECrel","compound"
"92","hsa:221357","hsa:1543","ECrel","compound"
"93","hsa:221357","hsa:1544","ECrel","compound"
"94","hsa:221357","hsa:2052","ECrel","compound"
"95","hsa:221357","hsa:119391","ECrel","compound"
"96","hsa:221357","hsa:221357","ECrel","compound"
"97","hsa:221357","hsa:27306","ECrel","compound"
"98","hsa:221357","hsa:2938","ECrel","compound"
"99","hsa:221357","hsa:2939","ECrel","compound"
"100","hsa:221357","hsa:2940","ECrel","compound"
"101","hsa:221357","hsa:2941","ECrel","compound"
"104","hsa:221357","hsa:2947","ECrel","compound"
"105","hsa:221357","hsa:2948","ECrel","compound"
"107","hsa:221357","hsa:2950","ECrel","compound"
"108","hsa:221357","hsa:2952","ECrel","compound"
"110","hsa:221357","hsa:373156","ECrel","compound"
"111","hsa:221357","hsa:4257","ECrel","compound"
"112","hsa:221357","hsa:4258","ECrel","compound"
"113","hsa:221357","hsa:4259","ECrel","compound"
"115","hsa:221357","hsa:9446","ECrel","compound"
"116","hsa:221357","hsa:1571","ECrel","compound"
"117","hsa:221357","hsa:1553","ECrel","compound"
"118","hsa:221357","hsa:1576","ECrel","compound"
"119","hsa:221357","hsa:1545","ECrel","compound"
"120","hsa:221357","hsa:1559","ECrel","compound"
"121","hsa:27306","hsa:1543","ECrel","compound"
"122","hsa:27306","hsa:1544","ECrel","compound"
"123","hsa:27306","hsa:2052","ECrel","compound"
"124","hsa:27306","hsa:119391","ECrel","compound"
"125","hsa:27306","hsa:221357","ECrel","compound"
"126","hsa:27306","hsa:27306","ECrel","compound"
"127","hsa:27306","hsa:2938","ECrel","compound"
"128","hsa:27306","hsa:2939","ECrel","compound"
"129","hsa:27306","hsa:2940","ECrel","compound"
"130","hsa:27306","hsa:2941","ECrel","compound"
"133","hsa:27306","hsa:2947","ECrel","compound"
"134","hsa:27306","hsa:2948","ECrel","compound"
"136","hsa:27306","hsa:2950","ECrel","compound"
"137","hsa:27306","hsa:2952","ECrel","compound"
"139","hsa:27306","hsa:373156","ECrel","compound"
"140","hsa:27306","hsa:4257","ECrel","compound"
"141","hsa:27306","hsa:4258","ECrel","compound"
"142","hsa:27306","hsa:4259","ECrel","compound"
"144","hsa:27306","hsa:9446","ECrel","compound"
"145","hsa:27306","hsa:1571","ECrel","compound"
"146","hsa:27306","hsa:1553","ECrel","compound"
"147","hsa:27306","hsa:1576","ECrel","compound"
"148","hsa:27306","hsa:1545","ECrel","compound"
"149","hsa:27306","hsa:1559","ECrel","compound"
"150","hsa:2938","hsa:1543","ECrel","compound"
"151","hsa:2938","hsa:1544","ECrel","compound"
"152","hsa:2938","hsa:2052","ECrel","compound"
"153","hsa:2938","hsa:119391","ECrel","compound"
"154","hsa:2938","hsa:221357","ECrel","compound"
"155","hsa:2938","hsa:27306","ECrel","compound"
"156","hsa:2938","hsa:2938","ECrel","compound"
"157","hsa:2938","hsa:2939","ECrel","compound"
"158","hsa:2938","hsa:2940","ECrel","compound"
"159","hsa:2938","hsa:2941","ECrel","compound"
"162","hsa:2938","hsa:2947","ECrel","compound"
"163","hsa:2938","hsa:2948","ECrel","compound"
"165","hsa:2938","hsa:2950","ECrel","compound"
"166","hsa:2938","hsa:2952","ECrel","compound"
"168","hsa:2938","hsa:373156","ECrel","compound"
"169","hsa:2938","hsa:4257","ECrel","compound"
"170","hsa:2938","hsa:4258","ECrel","compound"
"171","hsa:2938","hsa:4259","ECrel","compound"
"173","hsa:2938","hsa:9446","ECrel","compound"
"174","hsa:2938","hsa:1571","ECrel","compound"
"175","hsa:2938","hsa:1553","ECrel","compound"
"176","hsa:2938","hsa:1576","ECrel","compound"
"177","hsa:2938","hsa:1545","ECrel","compound"
"178","hsa:2938","hsa:1559","ECrel","compound"
"179","hsa:2939","hsa:1543","ECrel","compound"
"180","hsa:2939","hsa:1544","ECrel","compound"
"181","hsa:2939","hsa:2052","ECrel","compound"
"182","hsa:2939","hsa:119391","ECrel","compound"
"183","hsa:2939","hsa:221357","ECrel","compound"
"184","hsa:2939","hsa:27306","ECrel","compound"
"185","hsa:2939","hsa:2938","ECrel","compound"
"186","hsa:2939","hsa:2939","ECrel","compound"
"187","hsa:2939","hsa:2940","ECrel","compound"
"188","hsa:2939","hsa:2941","ECrel","compound"
"191","hsa:2939","hsa:2947","ECrel","compound"
"192","hsa:2939","hsa:2948","ECrel","compound"
"194","hsa:2939","hsa:2950","ECrel","compound"
"195","hsa:2939","hsa:2952","ECrel","compound"
"197","hsa:2939","hsa:373156","ECrel","compound"
"198","hsa:2939","hsa:4257","ECrel","compound"
"199","hsa:2939","hsa:4258","ECrel","compound"
"200","hsa:2939","hsa:4259","ECrel","compound"
"202","hsa:2939","hsa:9446","ECrel","compound"
"203","hsa:2939","hsa:1571","ECrel","compound"
"204","hsa:2939","hsa:1553","ECrel","compound"
"205","hsa:2939","hsa:1576","ECrel","compound"
