"","from","to","type","subtype"
"2","hsa:83594","hsa:10135","ECrel","compound"
"21","hsa:83594","hsa:27231","ECrel","compound"
"3","hsa:83594","hsa:54981","ECrel","compound"
"4","hsa:83594","hsa:683","ECrel","compound"
"5","hsa:83594","hsa:952","ECrel","compound"
"7","hsa:83594","hsa:65220","ECrel","compound"
"8","hsa:83594","hsa:23530","ECrel","compound"
"9","hsa:83594","hsa:55191","ECrel","compound"
"11","hsa:83594","hsa:23475","ECrel","compound"
"12","hsa:23475","hsa:23057","ECrel","compound"
"13","hsa:23475","hsa:349565","ECrel","compound"
"14","hsa:23475","hsa:64802","ECrel","compound"
"16","hsa:23475","hsa:27231","ECrel","compound"
"17","hsa:23475","hsa:54981","ECrel","compound"
"18","hsa:23475","hsa:5167","ECrel","compound"
"19","hsa:23475","hsa:5169","ECrel","compound"
"20","hsa:5167","hsa:10135","ECrel","compound"
"211","hsa:5167","hsa:27231","ECrel","compound"
"22","hsa:5167","hsa:54981","ECrel","compound"
"23","hsa:5167","hsa:683","ECrel","compound"
"24","hsa:5167","hsa:952","ECrel","compound"
"26","hsa:5167","hsa:65220","ECrel","compound"
"27","hsa:5167","hsa:23530","ECrel","compound"
"28","hsa:5167","hsa:55191","ECrel","compound"
"30","hsa:5169","hsa:10135","ECrel","compound"
"31","hsa:5169","hsa:27231","ECrel","compound"
"32","hsa:5169","hsa:54981","ECrel","compound"
"33","hsa:5169","hsa:683","ECrel","compound"
"34","hsa:5169","hsa:952","ECrel","compound"
"36","hsa:5169","hsa:65220","ECrel","compound"
"37","hsa:5169","hsa:23530","ECrel","compound"
"38","hsa:5169","hsa:55191","ECrel","compound"
"40","hsa:27231","hsa:4860","ECrel","compound"
"41","hsa:27231","hsa:10135","ECrel","compound"
"42","hsa:27231","hsa:23057","ECrel","compound"
"43","hsa:27231","hsa:349565","ECrel","compound"
"44","hsa:27231","hsa:64802","ECrel","compound"
"46","hsa:54981","hsa:4860","ECrel","compound"
"47","hsa:54981","hsa:10135","ECrel","compound"
"48","hsa:54981","hsa:23057","ECrel","compound"
"49","hsa:54981","hsa:349565","ECrel","compound"
"50","hsa:54981","hsa:64802","ECrel","compound"
"52","hsa:4860","hsa:4837","ECrel","compound"
"53","hsa:4860","hsa:683","ECrel","compound"
"54","hsa:4860","hsa:952","ECrel","compound"
"55","hsa:4860","hsa:10135","ECrel","compound"
"57","hsa:4860","hsa:22933","ECrel","compound"
"58","hsa:4860","hsa:23408","ECrel","compound"
"59","hsa:4860","hsa:23409","ECrel","compound"
"60","hsa:4860","hsa:23410","ECrel","compound"
"61","hsa:4860","hsa:23411","ECrel","compound"
"62","hsa:4860","hsa:51547","ECrel","compound"
"63","hsa:4860","hsa:51548","ECrel","compound"
"64","hsa:23057","hsa:10135","ECrel","compound"
"65","hsa:23057","hsa:27231","ECrel","compound"
"66","hsa:23057","hsa:54981","ECrel","compound"
"67","hsa:23057","hsa:683","ECrel","compound"
"68","hsa:23057","hsa:952","ECrel","compound"
"70","hsa:23057","hsa:65220","ECrel","compound"
"71","hsa:23057","hsa:23530","ECrel","compound"
"72","hsa:23057","hsa:55191","ECrel","compound"
"74","hsa:349565","hsa:10135","ECrel","compound"
"75","hsa:349565","hsa:27231","ECrel","compound"
"76","hsa:349565","hsa:54981","ECrel","compound"
"77","hsa:349565","hsa:683","ECrel","compound"
"78","hsa:349565","hsa:952","ECrel","compound"
"80","hsa:349565","hsa:65220","ECrel","compound"
"81","hsa:349565","hsa:23530","ECrel","compound"
"82","hsa:349565","hsa:55191","ECrel","compound"
"84","hsa:64802","hsa:10135","ECrel","compound"
"85","hsa:64802","hsa:27231","ECrel","compound"
"86","hsa:64802","hsa:54981","ECrel","compound"
"87","hsa:64802","hsa:683","ECrel","compound"
"88","hsa:64802","hsa:952","ECrel","compound"
"90","hsa:64802","hsa:65220","ECrel","compound"
"91","hsa:64802","hsa:23530","ECrel","compound"
"92","hsa:64802","hsa:55191","ECrel","compound"
"94","hsa:55191","hsa:683","ECrel","compound"
"95","hsa:55191","hsa:952","ECrel","compound"
"97","hsa:55191","hsa:65220","ECrel","compound"
"98","hsa:55191","hsa:23530","ECrel","compound"
"99","hsa:55191","hsa:83594","ECrel","compound"
"100","hsa:55191","hsa:5167","ECrel","compound"
"101","hsa:55191","hsa:5169","ECrel","compound"
"102","hsa:55191","hsa:23057","ECrel","compound"
"103","hsa:55191","hsa:349565","ECrel","compound"
"104","hsa:55191","hsa:64802","ECrel","compound"
"105","hsa:10135","hsa:4837","ECrel","compound"
"106","hsa:10135","hsa:683","ECrel","compound"
"107","hsa:10135","hsa:952","ECrel","compound"
"108","hsa:10135","hsa:22933","ECrel","compound"
"109","hsa:10135","hsa:23408","ECrel","compound"
"110","hsa:10135","hsa:23409","ECrel","compound"
"111","hsa:10135","hsa:23410","ECrel","compound"
"112","hsa:10135","hsa:23411","ECrel","compound"
"113","hsa:10135","hsa:51547","ECrel","compound"
"114","hsa:10135","hsa:51548","ECrel","compound"
"115","hsa:683","hsa:4837","ECrel","compound"
"117","hsa:683","hsa:65220","ECrel","compound"
"118","hsa:683","hsa:23530","ECrel","compound"
"119","hsa:683","hsa:683","ECrel","compound"
"120","hsa:683","hsa:952","ECrel","compound"
"121","hsa:683","hsa:22933","ECrel","compound"
"122","hsa:683","hsa:23408","ECrel","compound"
"123","hsa:683","hsa:23409","ECrel","compound"
"124","hsa:683","hsa:23410","ECrel","compound"
"125","hsa:683","hsa:23411","ECrel","compound"
"126","hsa:683","hsa:51547","ECrel","compound"
"127","hsa:683","hsa:51548","ECrel","compound"
"128","hsa:683","hsa:10135","ECrel","compound"
"129","hsa:683","hsa:4860","ECrel","compound"
"130","hsa:952","hsa:4837","ECrel","compound"
"132","hsa:952","hsa:65220","ECrel","compound"
"133","hsa:952","hsa:23530","ECrel","compound"
"134","hsa:952","hsa:683","ECrel","compound"
"135","hsa:952","hsa:952","ECrel","compound"
"136","hsa:952","hsa:22933","ECrel","compound"
"137","hsa:952","hsa:23408","ECrel","compound"
"138","hsa:952","hsa:23409","ECrel","compound"
"139","hsa:952","hsa:23410","ECrel","compound"
"140","hsa:952","hsa:23411","ECrel","compound"
"141","hsa:952","hsa:51547","ECrel","compound"
"142","hsa:952","hsa:51548","ECrel","compound"
"143","hsa:952","hsa:10135","ECrel","compound"
"144","hsa:952","hsa:4860","ECrel","compound"
"145","hsa:4837","hsa:316","ECrel","compound"
"146","hsa:4837","hsa:683","ECrel","compound"
"147","hsa:4837","hsa:952","ECrel","compound"
"148","hsa:316","hsa:4837","ECrel","compound"
"149","hsa:22933","hsa:4837","ECrel","compound"
"151","hsa:22933","hsa:65220","ECrel","compound"
"152","hsa:22933","hsa:23530","ECrel","compound"
"153","hsa:22933","hsa:55191","ECrel","compound"
"154","hsa:22933","hsa:5167","ECrel","compound"
"155","hsa:22933","hsa:5169","ECrel","compound"
"156","hsa:22933","hsa:83594","ECrel","compound"
"157","hsa:22933","hsa:23057","ECrel","compound"
"158","hsa:22933","hsa:349565","ECrel","compound"
"159","hsa:22933","hsa:64802","ECrel","compound"
"160","hsa:23408","hsa:4837","ECrel","compound"
"162","hsa:23408","hsa:65220","ECrel","compound"
"163","hsa:23408","hsa:23530","ECrel","compound"
"164","hsa:23408","hsa:55191","ECrel","compound"
"165","hsa:23408","hsa:5167","ECrel","compound"
"166","hsa:23408","hsa:5169","ECrel","compound"
"167","hsa:23408","hsa:83594","ECrel","compound"
"168","hsa:23408","hsa:23057","ECrel","compound"
"169","hsa:23408","hsa:349565","ECrel","compound"
"170","hsa:23408","hsa:64802","ECrel","compound"
"171","hsa:23409","hsa:4837","ECrel","compound"
"173","hsa:23409","hsa:65220","ECrel","compound"
"174","hsa:23409","hsa:23530","ECrel","compound"
"175","hsa:23409","hsa:55191","ECrel","compound"
"176","hsa:23409","hsa:5167","ECrel","compound"
"177","hsa:23409","hsa:5169","ECrel","compound"
"178","hsa:23409","hsa:83594","ECrel","compound"
"179","hsa:23409","hsa:23057","ECrel","compound"
"180","hsa:23409","hsa:349565","ECrel","compound"
"181","hsa:23409","hsa:64802","ECrel","compound"
"182","hsa:23410","hsa:4837","ECrel","compound"
"184","hsa:23410","hsa:65220","ECrel","compound"
"185","hsa:23410","hsa:23530","ECrel","compound"
"186","hsa:23410","hsa:55191","ECrel","compound"
"187","hsa:23410","hsa:5167","ECrel","compound"
"188","hsa:23410","hsa:5169","ECrel","compound"
"189","hsa:23410","hsa:83594","ECrel","compound"
"190","hsa:23410","hsa:23057","ECrel","compound"
"191","hsa:23410","hsa:349565","ECrel","compound"
"192","hsa:23410","hsa:64802","ECrel","compound"
"193","hsa:23411","hsa:4837","ECrel","compound"
"195","hsa:23411","hsa:65220","ECrel","compound"
"196","hsa:23411","hsa:23530","ECrel","compound"
"197","hsa:23411","hsa:55191","ECrel","compound"
"198","hsa:23411","hsa:5167","ECrel","compound"
"199","hsa:23411","hsa:5169","ECrel","compound"
"200","hsa:23411","hsa:83594","ECrel","compound"
"201","hsa:23411","hsa:23057","ECrel","compound"
"202","hsa:23411","hsa:349565","ECrel","compound"
"203","hsa:23411","hsa:64802","ECrel","compound"
"204","hsa:51547","hsa:4837","ECrel","compound"
"206","hsa:51547","hsa:65220","ECrel","compound"
"207","hsa:51547","hsa:23530","ECrel","compound"
"208","hsa:51547","hsa:55191","ECrel","compound"
