"","from","to","type","subtype"
"2","hsa:9060","hsa:6821","ECrel","compound"
"21","hsa:9060","hsa:9060","ECrel","compound"
"3","hsa:9060","hsa:9061","ECrel","compound"
"4","hsa:9060","hsa:10380","ECrel","compound"
"6","hsa:9061","hsa:6821","ECrel","compound"
"7","hsa:9061","hsa:9060","ECrel","compound"
"8","hsa:9061","hsa:9061","ECrel","compound"
"9","hsa:9061","hsa:10380","ECrel","compound"
"12","hsa:4357","hsa:6821","ECrel","compound"
"13","hsa:7263","hsa:6821","ECrel","compound"
"15","hsa:23474","hsa:4357","ECrel","compound"
"16","hsa:23474","hsa:7263","ECrel","compound"
"17","hsa:23474","hsa:6821","ECrel","compound"
