"","from","to","type","subtype"
"2","hsa:1605","hsa:1605","PPrel","binding/association"
"21","hsa:284217","hsa:1605","PPrel","binding/association"
"4","hsa:1824","hsa:1824","PPrel","missing interaction"
"5","hsa:1824","hsa:1829","PPrel","missing interaction"
"6","hsa:1829","hsa:1829","PPrel","missing interaction"
"7","hsa:1829","hsa:1824","PPrel","missing interaction"
"8","hsa:3728","hsa:51176","PPrel","activation"
"9","hsa:3728","hsa:6932","PPrel","activation"
"10","hsa:3728","hsa:6934","PPrel","activation"
"11","hsa:3728","hsa:83439","PPrel","activation"
"12","hsa:1000","hsa:1000","PPrel","binding/association"
"13","hsa:1499","hsa:51176","PPrel","activation"
"14","hsa:1499","hsa:6932","PPrel","activation"
"15","hsa:1499","hsa:6934","PPrel","activation"
"16","hsa:1499","hsa:83439","PPrel","activation"
"17","hsa:2697","hsa:2697","PPrel","binding/association"
