"","from","to","type","subtype"
"2","hsa:55577","hsa:5973","ECrel","compound"
"21","hsa:55577","hsa:51005","ECrel","compound"
"3","hsa:55577","hsa:64841","ECrel","compound"
"4","hsa:55577","hsa:5238","ECrel","compound"
"5","hsa:5238","hsa:6675","ECrel","compound"
"6","hsa:5238","hsa:91373","ECrel","compound"
"7","hsa:6675","hsa:10020","ECrel","compound"
"8","hsa:91373","hsa:10020","ECrel","compound"
"9","hsa:10020","hsa:80896","ECrel","compound"
"10","hsa:10020","hsa:10020","ECrel","compound"
"11","hsa:10020","hsa:54187","ECrel","compound"
"12","hsa:54187","hsa:10020","ECrel","compound"
"13","hsa:54187","hsa:140838","ECrel","compound"
"14","hsa:54187","hsa:55907","ECrel","compound"
"15","hsa:140838","hsa:55907","ECrel","compound"
"16","hsa:10007","hsa:3098","ECrel","compound"
"17","hsa:10007","hsa:3099","ECrel","compound"
"18","hsa:10007","hsa:3101","ECrel","compound"
"19","hsa:10007","hsa:80201","ECrel","compound"
"20","hsa:10007","hsa:2821","ECrel","compound"
"211","hsa:10007","hsa:4351","ECrel","compound"
"22","hsa:132789","hsa:3098","ECrel","compound"
"23","hsa:132789","hsa:3099","ECrel","compound"
"24","hsa:132789","hsa:3101","ECrel","compound"
"25","hsa:132789","hsa:80201","ECrel","compound"
"26","hsa:132789","hsa:2821","ECrel","compound"
"27","hsa:132789","hsa:4351","ECrel","compound"
"28","hsa:51005","hsa:5238","ECrel","compound"
"29","hsa:51005","hsa:3098","ECrel","compound"
"30","hsa:51005","hsa:3099","ECrel","compound"
"31","hsa:51005","hsa:3101","ECrel","compound"
"32","hsa:51005","hsa:80201","ECrel","compound"
"33","hsa:51005","hsa:10007","ECrel","compound"
"34","hsa:51005","hsa:132789","ECrel","compound"
"35","hsa:51005","hsa:2673","ECrel","compound"
"36","hsa:51005","hsa:9945","ECrel","compound"
"37","hsa:2673","hsa:3098","ECrel","compound"
"38","hsa:2673","hsa:3099","ECrel","compound"
"39","hsa:2673","hsa:3101","ECrel","compound"
"40","hsa:2673","hsa:80201","ECrel","compound"
"41","hsa:2673","hsa:2821","ECrel","compound"
"42","hsa:2673","hsa:4351","ECrel","compound"
"43","hsa:9945","hsa:3098","ECrel","compound"
"44","hsa:9945","hsa:3099","ECrel","compound"
"45","hsa:9945","hsa:3101","ECrel","compound"
"46","hsa:9945","hsa:80201","ECrel","compound"
"47","hsa:9945","hsa:2821","ECrel","compound"
"48","hsa:9945","hsa:4351","ECrel","compound"
"49","hsa:64841","hsa:5238","ECrel","compound"
"50","hsa:64841","hsa:3098","ECrel","compound"
"51","hsa:64841","hsa:3099","ECrel","compound"
"52","hsa:64841","hsa:3101","ECrel","compound"
"53","hsa:64841","hsa:80201","ECrel","compound"
"54","hsa:64841","hsa:10007","ECrel","compound"
"55","hsa:64841","hsa:132789","ECrel","compound"
"56","hsa:64841","hsa:2673","ECrel","compound"
"57","hsa:64841","hsa:9945","ECrel","compound"
"58","hsa:5973","hsa:10020","ECrel","compound"
"59","hsa:5973","hsa:80896","ECrel","compound"
"60","hsa:5973","hsa:54187","ECrel","compound"
"63","hsa:3074","hsa:55577","ECrel","compound"
"64","hsa:3074","hsa:5973","ECrel","compound"
"66","hsa:1118","hsa:3074","ECrel","compound"
"67","hsa:1118","hsa:55577","ECrel","compound"
"68","hsa:1118","hsa:5973","ECrel","compound"
"70","hsa:27159","hsa:3074","ECrel","compound"
"71","hsa:27159","hsa:55577","ECrel","compound"
"72","hsa:27159","hsa:5973","ECrel","compound"
"73","hsa:80896","hsa:10020","ECrel","compound"
"74","hsa:80896","hsa:54187","ECrel","compound"
"75","hsa:3098","hsa:10007","ECrel","compound"
"76","hsa:3098","hsa:132789","ECrel","compound"
"77","hsa:3098","hsa:2673","ECrel","compound"
"78","hsa:3098","hsa:9945","ECrel","compound"
"79","hsa:3098","hsa:2821","ECrel","compound"
