"","from","to","type","subtype"
"2","hsa:226","hsa:2203","ECrel","compound"
"21","hsa:226","hsa:8789","ECrel","compound"
"3","hsa:226","hsa:5211","ECrel","compound"
"4","hsa:226","hsa:5213","ECrel","compound"
"5","hsa:226","hsa:5214","ECrel","compound"
"6","hsa:226","hsa:7167","ECrel","compound"
"7","hsa:226","hsa:2597","ECrel","compound"
"8","hsa:226","hsa:26330","ECrel","compound"
"9","hsa:229","hsa:2203","ECrel","compound"
"10","hsa:229","hsa:8789","ECrel","compound"
"11","hsa:229","hsa:5211","ECrel","compound"
"12","hsa:229","hsa:5213","ECrel","compound"
"13","hsa:229","hsa:5214","ECrel","compound"
"14","hsa:229","hsa:7167","ECrel","compound"
"15","hsa:229","hsa:2597","ECrel","compound"
"16","hsa:229","hsa:26330","ECrel","compound"
"25","hsa:217","hsa:124","ECrel","compound"
"26","hsa:217","hsa:125","ECrel","compound"
"27","hsa:217","hsa:126","ECrel","compound"
"28","hsa:217","hsa:127","ECrel","compound"
"29","hsa:217","hsa:128","ECrel","compound"
"30","hsa:217","hsa:130","ECrel","compound"
"31","hsa:217","hsa:131","ECrel","compound"
"32","hsa:217","hsa:10327","ECrel","compound"
"33","hsa:219","hsa:124","ECrel","compound"
"34","hsa:219","hsa:125","ECrel","compound"
"35","hsa:219","hsa:126","ECrel","compound"
"36","hsa:219","hsa:127","ECrel","compound"
"37","hsa:219","hsa:128","ECrel","compound"
"38","hsa:219","hsa:130","ECrel","compound"
"39","hsa:219","hsa:131","ECrel","compound"
"40","hsa:219","hsa:10327","ECrel","compound"
"41","hsa:223","hsa:124","ECrel","compound"
"42","hsa:223","hsa:125","ECrel","compound"
"43","hsa:223","hsa:126","ECrel","compound"
"44","hsa:223","hsa:127","ECrel","compound"
"45","hsa:223","hsa:128","ECrel","compound"
"46","hsa:223","hsa:130","ECrel","compound"
"47","hsa:223","hsa:131","ECrel","compound"
"48","hsa:223","hsa:10327","ECrel","compound"
"49","hsa:224","hsa:124","ECrel","compound"
"50","hsa:224","hsa:125","ECrel","compound"
"51","hsa:224","hsa:126","ECrel","compound"
"52","hsa:224","hsa:127","ECrel","compound"
"53","hsa:224","hsa:128","ECrel","compound"
"54","hsa:224","hsa:130","ECrel","compound"
"55","hsa:224","hsa:131","ECrel","compound"
"56","hsa:224","hsa:10327","ECrel","compound"
"57","hsa:501","hsa:124","ECrel","compound"
"58","hsa:501","hsa:125","ECrel","compound"
"59","hsa:501","hsa:126","ECrel","compound"
"60","hsa:501","hsa:127","ECrel","compound"
