"","from","to","type","subtype"
"2","hsa:290","hsa:124975","ECrel","compound"
"3","hsa:290","hsa:2686","ECrel","compound"
"4","hsa:290","hsa:2687","ECrel","compound"
"6","hsa:290","hsa:9027","ECrel","compound"
"7","hsa:290","hsa:494143","ECrel","compound"
"8","hsa:290","hsa:79094","ECrel","compound"
"9","hsa:124975","hsa:2729","ECrel","compound"
"10","hsa:124975","hsa:2730","ECrel","compound"
"11","hsa:124975","hsa:2936","ECrel","compound"
"12","hsa:124975","hsa:2937","ECrel","compound"
"13","hsa:124975","hsa:119391","ECrel","compound"
"14","hsa:124975","hsa:221357","ECrel","compound"
"15","hsa:124975","hsa:27306","ECrel","compound"
"16","hsa:124975","hsa:2938","ECrel","compound"
"17","hsa:124975","hsa:2939","ECrel","compound"
"18","hsa:124975","hsa:2940","ECrel","compound"
"19","hsa:124975","hsa:2941","ECrel","compound"
"22","hsa:124975","hsa:2947","ECrel","compound"
"23","hsa:124975","hsa:2948","ECrel","compound"
"25","hsa:124975","hsa:2950","ECrel","compound"
"26","hsa:124975","hsa:2952","ECrel","compound"
"28","hsa:124975","hsa:373156","ECrel","compound"
"29","hsa:124975","hsa:4257","ECrel","compound"
"30","hsa:124975","hsa:4258","ECrel","compound"
"31","hsa:124975","hsa:4259","ECrel","compound"
"33","hsa:124975","hsa:9446","ECrel","compound"
"34","hsa:124975","hsa:2879","ECrel","compound"
"35","hsa:124975","hsa:257202","ECrel","compound"
"36","hsa:124975","hsa:2876","ECrel","compound"
"37","hsa:124975","hsa:2877","ECrel","compound"
"38","hsa:124975","hsa:2878","ECrel","compound"
"39","hsa:124975","hsa:2880","ECrel","compound"
"40","hsa:124975","hsa:2882","ECrel","compound"
"41","hsa:124975","hsa:493869","ECrel","compound"
"42","hsa:124975","hsa:51060","ECrel","compound"
"43","hsa:124975","hsa:290","ECrel","compound"
"44","hsa:124975","hsa:51056","ECrel","compound"
"45","hsa:124975","hsa:494143","ECrel","compound"
"46","hsa:124975","hsa:79094","ECrel","compound"
"47","hsa:124975","hsa:124975","ECrel","compound"
"49","hsa:124975","hsa:2686","ECrel","compound"
"50","hsa:124975","hsa:2687","ECrel","compound"
"51","hsa:124975","hsa:9588","ECrel","compound"
"95","hsa:2686","hsa:2729","ECrel","compound"
"96","hsa:2686","hsa:2730","ECrel","compound"
"97","hsa:2686","hsa:2936","ECrel","compound"
"98","hsa:2686","hsa:2937","ECrel","compound"
"99","hsa:2686","hsa:119391","ECrel","compound"
"100","hsa:2686","hsa:221357","ECrel","compound"
"101","hsa:2686","hsa:27306","ECrel","compound"
"102","hsa:2686","hsa:2938","ECrel","compound"
"103","hsa:2686","hsa:2939","ECrel","compound"
"104","hsa:2686","hsa:2940","ECrel","compound"
"105","hsa:2686","hsa:2941","ECrel","compound"
"108","hsa:2686","hsa:2947","ECrel","compound"
"109","hsa:2686","hsa:2948","ECrel","compound"
"111","hsa:2686","hsa:2950","ECrel","compound"
"112","hsa:2686","hsa:2952","ECrel","compound"
"114","hsa:2686","hsa:373156","ECrel","compound"
"115","hsa:2686","hsa:4257","ECrel","compound"
"116","hsa:2686","hsa:4258","ECrel","compound"
"117","hsa:2686","hsa:4259","ECrel","compound"
"119","hsa:2686","hsa:9446","ECrel","compound"
"120","hsa:2686","hsa:2879","ECrel","compound"
"121","hsa:2686","hsa:257202","ECrel","compound"
"122","hsa:2686","hsa:2876","ECrel","compound"
"123","hsa:2686","hsa:2877","ECrel","compound"
"124","hsa:2686","hsa:2878","ECrel","compound"
"125","hsa:2686","hsa:2880","ECrel","compound"
"126","hsa:2686","hsa:2882","ECrel","compound"
"127","hsa:2686","hsa:493869","ECrel","compound"
"128","hsa:2686","hsa:51060","ECrel","compound"
"129","hsa:2686","hsa:290","ECrel","compound"
"130","hsa:2686","hsa:51056","ECrel","compound"
"131","hsa:2686","hsa:494143","ECrel","compound"
"132","hsa:2686","hsa:79094","ECrel","compound"
"133","hsa:2686","hsa:124975","ECrel","compound"
"135","hsa:2686","hsa:2686","ECrel","compound"
"136","hsa:2686","hsa:2687","ECrel","compound"
"137","hsa:2686","hsa:9588","ECrel","compound"
"138","hsa:2687","hsa:2729","ECrel","compound"
"139","hsa:2687","hsa:2730","ECrel","compound"
"140","hsa:2687","hsa:2936","ECrel","compound"
"141","hsa:2687","hsa:2937","ECrel","compound"
"142","hsa:2687","hsa:119391","ECrel","compound"
"143","hsa:2687","hsa:221357","ECrel","compound"
"144","hsa:2687","hsa:27306","ECrel","compound"
"145","hsa:2687","hsa:2938","ECrel","compound"
