"","from","to","type","subtype"
"2","hsa:50484","hsa:129607","ECrel","compound"
"21","hsa:50484","hsa:51727","ECrel","compound"
"3","hsa:50484","hsa:79077","ECrel","compound"
"4","hsa:6240","hsa:129607","ECrel","compound"
"5","hsa:6240","hsa:51727","ECrel","compound"
"6","hsa:6240","hsa:79077","ECrel","compound"
"7","hsa:6241","hsa:129607","ECrel","compound"
"8","hsa:6241","hsa:51727","ECrel","compound"
"9","hsa:6241","hsa:79077","ECrel","compound"
"10","hsa:790","hsa:790","ECrel","compound"
"11","hsa:790","hsa:1723","ECrel","compound"
"12","hsa:7372","hsa:1723","ECrel","compound"
"13","hsa:7372","hsa:7372","ECrel","compound"
"14","hsa:7372","hsa:5167","ECrel","compound"
"15","hsa:7372","hsa:5169","ECrel","compound"
"16","hsa:10201","hsa:129607","ECrel","compound"
"17","hsa:10201","hsa:51727","ECrel","compound"
"18","hsa:10201","hsa:124583","ECrel","compound"
"19","hsa:10201","hsa:955","ECrel","compound"
"20","hsa:10201","hsa:957","ECrel","compound"
"211","hsa:10201","hsa:9583","ECrel","compound"
"22","hsa:10201","hsa:377841","ECrel","compound"
"24","hsa:10201","hsa:956","ECrel","compound"
"25","hsa:10201","hsa:318","ECrel","compound"
"26","hsa:10201","hsa:5167","ECrel","compound"
"27","hsa:10201","hsa:5169","ECrel","compound"
"28","hsa:10201","hsa:1503","ECrel","compound"
"29","hsa:10201","hsa:56474","ECrel","compound"
"30","hsa:10201","hsa:50484","ECrel","compound"
"31","hsa:10201","hsa:6240","ECrel","compound"
"32","hsa:10201","hsa:6241","ECrel","compound"
"33","hsa:10201","hsa:1841","ECrel","compound"
"34","hsa:10201","hsa:79077","ECrel","compound"
"54","hsa:29922","hsa:129607","ECrel","compound"
"55","hsa:29922","hsa:51727","ECrel","compound"
"56","hsa:29922","hsa:124583","ECrel","compound"
"57","hsa:29922","hsa:955","ECrel","compound"
"58","hsa:29922","hsa:957","ECrel","compound"
"59","hsa:29922","hsa:9583","ECrel","compound"
"60","hsa:29922","hsa:377841","ECrel","compound"
"62","hsa:29922","hsa:956","ECrel","compound"
"63","hsa:29922","hsa:318","ECrel","compound"
"64","hsa:29922","hsa:5167","ECrel","compound"
"65","hsa:29922","hsa:5169","ECrel","compound"
"66","hsa:29922","hsa:1503","ECrel","compound"
"67","hsa:29922","hsa:56474","ECrel","compound"
"68","hsa:29922","hsa:50484","ECrel","compound"
"69","hsa:29922","hsa:6240","ECrel","compound"
"70","hsa:29922","hsa:6241","ECrel","compound"
"71","hsa:29922","hsa:1841","ECrel","compound"
"72","hsa:29922","hsa:79077","ECrel","compound"
"111","hsa:4832","hsa:129607","ECrel","compound"
"112","hsa:4832","hsa:51727","ECrel","compound"
"113","hsa:4832","hsa:124583","ECrel","compound"
"114","hsa:4832","hsa:955","ECrel","compound"
"115","hsa:4832","hsa:957","ECrel","compound"
"116","hsa:4832","hsa:9583","ECrel","compound"
"117","hsa:4832","hsa:377841","ECrel","compound"
"119","hsa:4832","hsa:956","ECrel","compound"
"120","hsa:4832","hsa:318","ECrel","compound"
"121","hsa:4832","hsa:5167","ECrel","compound"
"122","hsa:4832","hsa:5169","ECrel","compound"
"123","hsa:4832","hsa:1503","ECrel","compound"
"124","hsa:4832","hsa:56474","ECrel","compound"
"125","hsa:4832","hsa:50484","ECrel","compound"
"126","hsa:4832","hsa:6240","ECrel","compound"
"127","hsa:4832","hsa:6241","ECrel","compound"
"128","hsa:4832","hsa:1841","ECrel","compound"
"129","hsa:4832","hsa:79077","ECrel","compound"
"130","hsa:4833","hsa:129607","ECrel","compound"
"131","hsa:4833","hsa:51727","ECrel","compound"
"132","hsa:4833","hsa:124583","ECrel","compound"
"133","hsa:4833","hsa:955","ECrel","compound"
"134","hsa:4833","hsa:957","ECrel","compound"
"135","hsa:4833","hsa:9583","ECrel","compound"
"136","hsa:4833","hsa:377841","ECrel","compound"
"138","hsa:4833","hsa:956","ECrel","compound"
"139","hsa:4833","hsa:318","ECrel","compound"
"140","hsa:4833","hsa:5167","ECrel","compound"
"141","hsa:4833","hsa:5169","ECrel","compound"
"142","hsa:4833","hsa:1503","ECrel","compound"
"143","hsa:4833","hsa:56474","ECrel","compound"
"144","hsa:4833","hsa:50484","ECrel","compound"
"145","hsa:4833","hsa:6240","ECrel","compound"
"146","hsa:4833","hsa:6241","ECrel","compound"
"147","hsa:4833","hsa:1841","ECrel","compound"
"148","hsa:4833","hsa:79077","ECrel","compound"
"168","hsa:129607","hsa:7372","ECrel","compound"
"169","hsa:129607","hsa:54963","ECrel","compound"
"170","hsa:129607","hsa:7371","ECrel","compound"
"171","hsa:129607","hsa:83549","ECrel","compound"
"173","hsa:129607","hsa:115024","ECrel","compound"
"174","hsa:129607","hsa:22978","ECrel","compound"
"175","hsa:129607","hsa:30833","ECrel","compound"
"176","hsa:129607","hsa:4907","ECrel","compound"
"178","hsa:129607","hsa:56953","ECrel","compound"
"179","hsa:129607","hsa:84618","ECrel","compound"
"181","hsa:129607","hsa:139596","ECrel","compound"
"182","hsa:129607","hsa:5167","ECrel","compound"
"183","hsa:129607","hsa:5169","ECrel","compound"
"184","hsa:129607","hsa:377841","ECrel","compound"
"186","hsa:129607","hsa:956","ECrel","compound"
"187","hsa:129607","hsa:50484","ECrel","compound"
"188","hsa:129607","hsa:6240","ECrel","compound"
"189","hsa:129607","hsa:6241","ECrel","compound"
"190","hsa:129607","hsa:79077","ECrel","compound"
"191","hsa:129607","hsa:1635","ECrel","compound"
"192","hsa:129607","hsa:1633","ECrel","compound"
"193","hsa:51727","hsa:7372","ECrel","compound"
"194","hsa:51727","hsa:54963","ECrel","compound"
"195","hsa:51727","hsa:7371","ECrel","compound"
"196","hsa:51727","hsa:83549","ECrel","compound"
"198","hsa:51727","hsa:115024","ECrel","compound"
"199","hsa:51727","hsa:22978","ECrel","compound"
"200","hsa:51727","hsa:30833","ECrel","compound"
"201","hsa:51727","hsa:4907","ECrel","compound"
"203","hsa:51727","hsa:56953","ECrel","compound"
"204","hsa:51727","hsa:84618","ECrel","compound"
"206","hsa:51727","hsa:139596","ECrel","compound"
"207","hsa:51727","hsa:5167","ECrel","compound"
"208","hsa:51727","hsa:5169","ECrel","compound"
"209","hsa:51727","hsa:377841","ECrel","compound"
"2111","hsa:51727","hsa:956","ECrel","compound"
"212","hsa:51727","hsa:50484","ECrel","compound"
"213","hsa:51727","hsa:6240","ECrel","compound"
"214","hsa:51727","hsa:6241","ECrel","compound"
"215","hsa:51727","hsa:79077","ECrel","compound"
