"","from","to","type","subtype"
"2","hsa:1511","hsa:2149","PPrel","activation"
"21","hsa:1511","hsa:2150","PPrel","activation"
"3","hsa:1511","hsa:2151","PPrel","activation"
"4","hsa:1511","hsa:56288","PPrel","activation"
"5","hsa:1511","hsa:9002","PPrel","activation"
"6","hsa:2147","hsa:2149","PPrel","activation"
"7","hsa:2147","hsa:2150","PPrel","activation"
"8","hsa:2147","hsa:2151","PPrel","activation"
"9","hsa:2147","hsa:56288","PPrel","activation"
"10","hsa:2147","hsa:9002","PPrel","activation"
"11","hsa:3001","hsa:2149","PPrel","activation"
"12","hsa:3001","hsa:2150","PPrel","activation"
"13","hsa:3001","hsa:2151","PPrel","activation"
"14","hsa:3001","hsa:56288","PPrel","activation"
"15","hsa:3001","hsa:9002","PPrel","activation"
"16","hsa:5340","hsa:2149","PPrel","activation"
"17","hsa:5340","hsa:2150","PPrel","activation"
"18","hsa:5340","hsa:2151","PPrel","activation"
"19","hsa:5340","hsa:56288","PPrel","activation"
"20","hsa:5340","hsa:9002","PPrel","activation"
"211","hsa:5644","hsa:2149","PPrel","activation"
"22","hsa:5644","hsa:2150","PPrel","activation"
"23","hsa:5644","hsa:2151","PPrel","activation"
"24","hsa:5644","hsa:56288","PPrel","activation"
"25","hsa:5644","hsa:9002","PPrel","activation"
"31","hsa:5646","hsa:2149","PPrel","activation"
"32","hsa:5646","hsa:2150","PPrel","activation"
"33","hsa:5646","hsa:2151","PPrel","activation"
"34","hsa:5646","hsa:56288","PPrel","activation"
"35","hsa:5646","hsa:9002","PPrel","activation"
"36","hsa:1081","hsa:2492","PPrel","activation"
"37","hsa:1081","hsa:3973","PPrel","activation"
"38","hsa:1081","hsa:7253","PPrel","activation"
"39","hsa:7252","hsa:7253","PPrel","activation"
"40","hsa:3972","hsa:3973","PPrel","activation"
"41","hsa:2488","hsa:2492","PPrel","activation"
"42","hsa:5617","hsa:5618","PPrel","activation"
"43","hsa:3952","hsa:3953","PPrel","activation"
"44","hsa:1442","hsa:2690","PPrel","activation"
"47","hsa:2689","hsa:2690","PPrel","activation"
"48","hsa:183","hsa:185","PPrel","activation"
"49","hsa:183","hsa:186","PPrel","activation"
"50","hsa:183","hsa:4142","PPrel","activation"
"51","hsa:8862","hsa:187","PPrel","activation"
"52","hsa:2922","hsa:2925","PPrel","activation"
"53","hsa:2922","hsa:4829","PPrel","activation"
"54","hsa:2922","hsa:680","PPrel","activation"
"55","hsa:4828","hsa:2925","PPrel","activation"
"56","hsa:4828","hsa:4829","PPrel","activation"
"57","hsa:4828","hsa:680","PPrel","activation"
"58","hsa:3827","hsa:623","PPrel","activation"
"60","hsa:718","hsa:719","PPrel","activation"
"61","hsa:727","hsa:728","PPrel","activation"
"62","hsa:885","hsa:886","PPrel","activation"
"63","hsa:885","hsa:887","PPrel","activation"
"64","hsa:1906","hsa:1909","PPrel","activation"
"65","hsa:1906","hsa:1910","PPrel","activation"
"66","hsa:1907","hsa:1909","PPrel","activation"
"67","hsa:1907","hsa:1910","PPrel","activation"
"68","hsa:1908","hsa:1909","PPrel","activation"
"69","hsa:1908","hsa:1910","PPrel","activation"
"71","hsa:51083","hsa:8484","PPrel","activation"
"72","hsa:51083","hsa:8811","PPrel","activation"
"73","hsa:51738","hsa:2693","PPrel","activation"
"74","hsa:3814","hsa:84634","PPrel","activation"
"76","hsa:5443","hsa:4158","PPrel","activation"
"77","hsa:5443","hsa:4159","PPrel","activation"
"78","hsa:5443","hsa:4160","PPrel","activation"
"79","hsa:5443","hsa:4161","PPrel","activation"
"80","hsa:5443","hsa:4985","PPrel","activation"
"81","hsa:5443","hsa:4986","PPrel","activation"
"82","hsa:5443","hsa:4987","PPrel","activation"
"83","hsa:5443","hsa:4988","PPrel","activation"
"84","hsa:4295","hsa:2862","PPrel","activation"
"85","hsa:10874","hsa:10316","PPrel","activation"
"86","hsa:10874","hsa:56923","PPrel","activation"
"87","hsa:8620","hsa:10886","PPrel","activation"
"88","hsa:8620","hsa:64106","PPrel","activation"
