"","from","to","type","subtype"
"2","hsa:1738","hsa:4967","ECrel","compound"
"21","hsa:1738","hsa:55753","ECrel","compound"
"3","hsa:1738","hsa:5160","ECrel","compound"
"4","hsa:1738","hsa:5161","ECrel","compound"
"5","hsa:1738","hsa:5162","ECrel","compound"
"6","hsa:1738","hsa:1737","ECrel","compound"
"7","hsa:4967","hsa:3419","ECrel","compound"
"8","hsa:4967","hsa:3420","ECrel","compound"
"9","hsa:4967","hsa:3421","ECrel","compound"
"10","hsa:4967","hsa:3417","ECrel","compound"
"11","hsa:4967","hsa:3418","ECrel","compound"
"12","hsa:55753","hsa:3419","ECrel","compound"
"13","hsa:55753","hsa:3420","ECrel","compound"
"14","hsa:55753","hsa:3421","ECrel","compound"
"15","hsa:55753","hsa:3417","ECrel","compound"
"16","hsa:55753","hsa:3418","ECrel","compound"
"17","hsa:1743","hsa:4967","ECrel","compound"
"18","hsa:1743","hsa:55753","ECrel","compound"
"19","hsa:1743","hsa:1738","ECrel","compound"
"20","hsa:8801","hsa:1743","ECrel","compound"
"211","hsa:8802","hsa:1743","ECrel","compound"
"22","hsa:8803","hsa:1743","ECrel","compound"
"23","hsa:3417","hsa:3419","ECrel","compound"
"24","hsa:3417","hsa:3420","ECrel","compound"
"25","hsa:3417","hsa:3421","ECrel","compound"
"26","hsa:3418","hsa:3419","ECrel","compound"
"27","hsa:3418","hsa:3420","ECrel","compound"
"28","hsa:3418","hsa:3421","ECrel","compound"
"29","hsa:3419","hsa:3417","ECrel","compound"
"30","hsa:3419","hsa:3418","ECrel","compound"
"31","hsa:3420","hsa:3417","ECrel","compound"
"32","hsa:3420","hsa:3418","ECrel","compound"
"33","hsa:3421","hsa:3417","ECrel","compound"
"34","hsa:3421","hsa:3418","ECrel","compound"
"35","hsa:47","hsa:5091","ECrel","compound"
"36","hsa:47","hsa:5105","ECrel","compound"
"37","hsa:47","hsa:5106","ECrel","compound"
"38","hsa:47","hsa:48","ECrel","compound"
"39","hsa:47","hsa:50","ECrel","compound"
"40","hsa:2271","hsa:6389","ECrel","compound"
"41","hsa:2271","hsa:6390","ECrel","compound"
"42","hsa:2271","hsa:6391","ECrel","compound"
"44","hsa:48","hsa:3417","ECrel","compound"
"45","hsa:48","hsa:3418","ECrel","compound"
"46","hsa:48","hsa:3419","ECrel","compound"
"47","hsa:48","hsa:3420","ECrel","compound"
"48","hsa:48","hsa:3421","ECrel","compound"
"49","hsa:50","hsa:3417","ECrel","compound"
"50","hsa:50","hsa:3418","ECrel","compound"
"51","hsa:50","hsa:3419","ECrel","compound"
"52","hsa:50","hsa:3420","ECrel","compound"
"53","hsa:50","hsa:3421","ECrel","compound"
"54","hsa:1431","hsa:5091","ECrel","compound"
"55","hsa:1431","hsa:5105","ECrel","compound"
"56","hsa:1431","hsa:5106","ECrel","compound"
"57","hsa:1431","hsa:48","ECrel","compound"
"58","hsa:1431","hsa:50","ECrel","compound"
"59","hsa:4190","hsa:47","ECrel","compound"
"60","hsa:4190","hsa:1431","ECrel","compound"
"61","hsa:4190","hsa:5091","ECrel","compound"
"62","hsa:4190","hsa:5105","ECrel","compound"
"63","hsa:4190","hsa:5106","ECrel","compound"
"64","hsa:4190","hsa:2271","ECrel","compound"
"65","hsa:4191","hsa:47","ECrel","compound"
"66","hsa:4191","hsa:1431","ECrel","compound"
"67","hsa:4191","hsa:5091","ECrel","compound"
"68","hsa:4191","hsa:5105","ECrel","compound"
"69","hsa:4191","hsa:5106","ECrel","compound"
"70","hsa:4191","hsa:2271","ECrel","compound"
"71","hsa:5091","hsa:5105","ECrel","compound"
"72","hsa:5091","hsa:5106","ECrel","compound"
"73","hsa:5160","hsa:5091","ECrel","compound"
"74","hsa:5160","hsa:5160","ECrel","compound"
"75","hsa:5160","hsa:5161","ECrel","compound"
"76","hsa:5160","hsa:5162","ECrel","compound"
"77","hsa:5161","hsa:5091","ECrel","compound"
"78","hsa:5161","hsa:5160","ECrel","compound"
"79","hsa:5161","hsa:5161","ECrel","compound"
"80","hsa:5161","hsa:5162","ECrel","compound"
"81","hsa:5162","hsa:5091","ECrel","compound"
"82","hsa:5162","hsa:5160","ECrel","compound"
"83","hsa:5162","hsa:5161","ECrel","compound"
"84","hsa:5162","hsa:5162","ECrel","compound"
"85","hsa:1737","hsa:1431","ECrel","compound"
"86","hsa:1737","hsa:47","ECrel","compound"
"87","hsa:1737","hsa:5160","ECrel","compound"
"88","hsa:1737","hsa:5161","ECrel","compound"
"89","hsa:1737","hsa:5162","ECrel","compound"
"90","hsa:6389","hsa:8801","ECrel","compound"
"91","hsa:6389","hsa:8802","ECrel","compound"
"92","hsa:6389","hsa:8803","ECrel","compound"
"93","hsa:6390","hsa:8801","ECrel","compound"
"94","hsa:6390","hsa:8802","ECrel","compound"
"95","hsa:6390","hsa:8803","ECrel","compound"
"96","hsa:6391","hsa:8801","ECrel","compound"
"97","hsa:6391","hsa:8802","ECrel","compound"
"98","hsa:6391","hsa:8803","ECrel","compound"
