"","from","to","type","subtype"
"118","hsa:79799","hsa:2990","ECrel","compound"
"120","hsa:1576","hsa:8824","ECrel","compound"
"121","hsa:51727","hsa:54963","ECrel","compound"
"122","hsa:51727","hsa:7371","ECrel","compound"
"123","hsa:51727","hsa:83549","ECrel","compound"
"124","hsa:51727","hsa:7372","ECrel","compound"
"125","hsa:51727","hsa:10201","ECrel","compound"
"126","hsa:51727","hsa:29922","ECrel","compound"
"129","hsa:51727","hsa:4832","ECrel","compound"
"130","hsa:51727","hsa:4833","ECrel","compound"
"132","hsa:51727","hsa:50484","ECrel","compound"
"133","hsa:51727","hsa:6240","ECrel","compound"
"134","hsa:51727","hsa:6241","ECrel","compound"
"135","hsa:51727","hsa:1854","ECrel","compound"
"136","hsa:10201","hsa:50484","ECrel","compound"
"137","hsa:10201","hsa:6240","ECrel","compound"
"138","hsa:10201","hsa:6241","ECrel","compound"
"139","hsa:10201","hsa:1854","ECrel","compound"
"140","hsa:29922","hsa:50484","ECrel","compound"
"141","hsa:29922","hsa:6240","ECrel","compound"
"142","hsa:29922","hsa:6241","ECrel","compound"
"143","hsa:29922","hsa:1854","ECrel","compound"
"152","hsa:4832","hsa:50484","ECrel","compound"
"153","hsa:4832","hsa:6240","ECrel","compound"
"154","hsa:4832","hsa:6241","ECrel","compound"
"155","hsa:4832","hsa:1854","ECrel","compound"
"156","hsa:4833","hsa:50484","ECrel","compound"
"157","hsa:4833","hsa:6240","ECrel","compound"
"158","hsa:4833","hsa:6241","ECrel","compound"
"159","hsa:4833","hsa:1854","ECrel","compound"
"164","hsa:50484","hsa:10201","ECrel","compound"
"165","hsa:50484","hsa:29922","ECrel","compound"
"168","hsa:50484","hsa:4832","ECrel","compound"
"169","hsa:50484","hsa:4833","ECrel","compound"
"171","hsa:6240","hsa:10201","ECrel","compound"
"172","hsa:6240","hsa:29922","ECrel","compound"
"175","hsa:6240","hsa:4832","ECrel","compound"
"176","hsa:6240","hsa:4833","ECrel","compound"
"178","hsa:6241","hsa:10201","ECrel","compound"
"179","hsa:6241","hsa:29922","ECrel","compound"
"182","hsa:6241","hsa:4832","ECrel","compound"
"183","hsa:6241","hsa:4833","ECrel","compound"
"195","hsa:4353","hsa:10","ECrel","compound"
"196","hsa:4353","hsa:9","ECrel","compound"
"197","hsa:1571","hsa:119391","ECrel","compound"
"198","hsa:1571","hsa:221357","ECrel","compound"
"199","hsa:1571","hsa:2938","ECrel","compound"
"200","hsa:1571","hsa:2939","ECrel","compound"
"201","hsa:1571","hsa:2940","ECrel","compound"
"202","hsa:1571","hsa:2941","ECrel","compound"
"205","hsa:1571","hsa:2947","ECrel","compound"
"206","hsa:1571","hsa:2948","ECrel","compound"
"208","hsa:1571","hsa:2950","ECrel","compound"
"209","hsa:1571","hsa:2952","ECrel","compound"
"2111","hsa:1571","hsa:4257","ECrel","compound"
"212","hsa:1571","hsa:4258","ECrel","compound"
"213","hsa:1571","hsa:4259","ECrel","compound"
"215","hsa:1571","hsa:9446","ECrel","compound"
