"","from","to","type","subtype"
"2","hsa:26229","hsa:126792","ECrel","compound"
"21","hsa:64131","hsa:11285","ECrel","compound"
"3","hsa:64132","hsa:11285","ECrel","compound"
"4","hsa:11285","hsa:126792","ECrel","compound"
"5","hsa:22856","hsa:55454","ECrel","compound"
"6","hsa:22856","hsa:55790","ECrel","compound"
"7","hsa:22856","hsa:22856","ECrel","compound"
"8","hsa:22856","hsa:337876","ECrel","compound"
"9","hsa:22856","hsa:54480","ECrel","compound"
"10","hsa:22856","hsa:79586","ECrel","compound"
"11","hsa:337876","hsa:55454","ECrel","compound"
"12","hsa:337876","hsa:55790","ECrel","compound"
"13","hsa:337876","hsa:22856","ECrel","compound"
"14","hsa:337876","hsa:337876","ECrel","compound"
"15","hsa:337876","hsa:54480","ECrel","compound"
"16","hsa:337876","hsa:79586","ECrel","compound"
"17","hsa:55454","hsa:26229","ECrel","compound"
"18","hsa:55454","hsa:22856","ECrel","compound"
"19","hsa:55454","hsa:337876","ECrel","compound"
"20","hsa:55454","hsa:54480","ECrel","compound"
"211","hsa:55454","hsa:79586","ECrel","compound"
"22","hsa:55790","hsa:26229","ECrel","compound"
"23","hsa:55790","hsa:22856","ECrel","compound"
"24","hsa:55790","hsa:337876","ECrel","compound"
"25","hsa:55790","hsa:54480","ECrel","compound"
"26","hsa:55790","hsa:79586","ECrel","compound"
"27","hsa:79586","hsa:55454","ECrel","compound"
"28","hsa:79586","hsa:55790","ECrel","compound"
"29","hsa:79586","hsa:22856","ECrel","compound"
"30","hsa:79586","hsa:337876","ECrel","compound"
"31","hsa:79586","hsa:54480","ECrel","compound"
"32","hsa:79586","hsa:79586","ECrel","compound"
"33","hsa:54480","hsa:55454","ECrel","compound"
"34","hsa:54480","hsa:55790","ECrel","compound"
