"","from","to","type","subtype"
"2","hsa:10858","hsa:51302","ECrel","compound"
"21","hsa:10858","hsa:9023","ECrel","compound"
"3","hsa:10858","hsa:1581","ECrel","compound"
"4","hsa:10858","hsa:1593","ECrel","compound"
"5","hsa:9420","hsa:80270","ECrel","compound"
"6","hsa:1581","hsa:1593","ECrel","compound"
"7","hsa:1581","hsa:80270","ECrel","compound"
"8","hsa:6718","hsa:1109","ECrel","compound"
"9","hsa:1109","hsa:1593","ECrel","compound"
"10","hsa:1109","hsa:1582","ECrel","compound"
"11","hsa:1593","hsa:9420","ECrel","compound"
"12","hsa:1593","hsa:1581","ECrel","compound"
"13","hsa:1593","hsa:10998","ECrel","compound"
"14","hsa:1593","hsa:1582","ECrel","compound"
"16","hsa:8309","hsa:3295","ECrel","compound"
"17","hsa:9023","hsa:9420","ECrel","compound"
"18","hsa:9023","hsa:1581","ECrel","compound"
"19","hsa:9023","hsa:1593","ECrel","compound"
"20","hsa:3295","hsa:6342","ECrel","compound"
"211","hsa:3295","hsa:3295","ECrel","compound"
"22","hsa:6342","hsa:570","ECrel","compound"
"23","hsa:6342","hsa:10998","ECrel","compound"
"25","hsa:10998","hsa:570","ECrel","compound"
"26","hsa:570","hsa:10998","ECrel","compound"
"27","hsa:570","hsa:10005","ECrel","compound"
"28","hsa:80270","hsa:1582","ECrel","compound"
"29","hsa:80270","hsa:6718","ECrel","compound"
"30","hsa:80270","hsa:51302","ECrel","compound"
"31","hsa:1582","hsa:6718","ECrel","compound"
"32","hsa:1582","hsa:1109","ECrel","compound"
"33","hsa:1582","hsa:1593","ECrel","compound"
"34","hsa:10005","hsa:570","ECrel","compound"
"35","hsa:10005","hsa:6342","ECrel","compound"
