"","from","to","type","subtype"
"2","hsa:10000","hsa:2475","PPrel","activation"
"21","hsa:10000","hsa:2475","PPrel","indirect effect"
"3","hsa:207","hsa:2475","PPrel","activation"
"4","hsa:207","hsa:2475","PPrel","indirect effect"
"5","hsa:208","hsa:2475","PPrel","activation"
"6","hsa:208","hsa:2475","PPrel","indirect effect"
"7","hsa:5290","hsa:10000","PPrel","activation"
"8","hsa:5290","hsa:10000","PPrel","indirect effect"
"9","hsa:5290","hsa:207","PPrel","activation"
"10","hsa:5290","hsa:207","PPrel","indirect effect"
"11","hsa:5290","hsa:208","PPrel","activation"
"12","hsa:5290","hsa:208","PPrel","indirect effect"
"13","hsa:5291","hsa:10000","PPrel","activation"
"14","hsa:5291","hsa:10000","PPrel","indirect effect"
"15","hsa:5291","hsa:207","PPrel","activation"
"16","hsa:5291","hsa:207","PPrel","indirect effect"
"17","hsa:5291","hsa:208","PPrel","activation"
"18","hsa:5291","hsa:208","PPrel","indirect effect"
"19","hsa:5293","hsa:10000","PPrel","activation"
"20","hsa:5293","hsa:10000","PPrel","indirect effect"
"211","hsa:5293","hsa:207","PPrel","activation"
"22","hsa:5293","hsa:207","PPrel","indirect effect"
"23","hsa:5293","hsa:208","PPrel","activation"
"24","hsa:5293","hsa:208","PPrel","indirect effect"
"25","hsa:5295","hsa:10000","PPrel","activation"
"26","hsa:5295","hsa:10000","PPrel","indirect effect"
"27","hsa:5295","hsa:207","PPrel","activation"
"28","hsa:5295","hsa:207","PPrel","indirect effect"
"29","hsa:5295","hsa:208","PPrel","activation"
"30","hsa:5295","hsa:208","PPrel","indirect effect"
"31","hsa:5296","hsa:10000","PPrel","activation"
"32","hsa:5296","hsa:10000","PPrel","indirect effect"
"33","hsa:5296","hsa:207","PPrel","activation"
"34","hsa:5296","hsa:207","PPrel","indirect effect"
"35","hsa:5296","hsa:208","PPrel","activation"
"36","hsa:5296","hsa:208","PPrel","indirect effect"
"37","hsa:8503","hsa:10000","PPrel","activation"
"38","hsa:8503","hsa:10000","PPrel","indirect effect"
"39","hsa:8503","hsa:207","PPrel","activation"
"40","hsa:8503","hsa:207","PPrel","indirect effect"
"41","hsa:8503","hsa:208","PPrel","activation"
"42","hsa:8503","hsa:208","PPrel","indirect effect"
"43","hsa:6654","hsa:3265","PPrel","activation"
"44","hsa:6655","hsa:3265","PPrel","activation"
"45","hsa:2885","hsa:6654","PPrel","activation"
"46","hsa:2885","hsa:6655","PPrel","activation"
"47","hsa:1154","hsa:6772","PPrel","inhibition"
"48","hsa:1154","hsa:6773","PPrel","inhibition"
"49","hsa:1154","hsa:6774","PPrel","inhibition"
"50","hsa:1154","hsa:6775","PPrel","inhibition"
"51","hsa:1154","hsa:6776","PPrel","inhibition"
"52","hsa:1154","hsa:6777","PPrel","inhibition"
"53","hsa:1154","hsa:6778","PPrel","inhibition"
"54","hsa:122809","hsa:3716","PPrel","inhibition"
"55","hsa:122809","hsa:3717","PPrel","inhibition"
"56","hsa:122809","hsa:3718","PPrel","inhibition"
"57","hsa:122809","hsa:7297","PPrel","inhibition"
"58","hsa:30837","hsa:3716","PPrel","inhibition"
"59","hsa:30837","hsa:3717","PPrel","inhibition"
"60","hsa:30837","hsa:3718","PPrel","inhibition"
"61","hsa:30837","hsa:7297","PPrel","inhibition"
"62","hsa:8651","hsa:3716","PPrel","inhibition"
"63","hsa:8651","hsa:3717","PPrel","inhibition"
"64","hsa:8651","hsa:3718","PPrel","inhibition"
"65","hsa:8651","hsa:7297","PPrel","inhibition"
"66","hsa:8835","hsa:3716","PPrel","inhibition"
"67","hsa:8835","hsa:3717","PPrel","inhibition"
"68","hsa:8835","hsa:3718","PPrel","inhibition"
"69","hsa:8835","hsa:7297","PPrel","inhibition"
"70","hsa:9021","hsa:3716","PPrel","inhibition"
"71","hsa:9021","hsa:3717","PPrel","inhibition"
"72","hsa:9021","hsa:3718","PPrel","inhibition"
"73","hsa:9021","hsa:7297","PPrel","inhibition"
"74","hsa:9306","hsa:3716","PPrel","inhibition"
"75","hsa:9306","hsa:3717","PPrel","inhibition"
"76","hsa:9306","hsa:3718","PPrel","inhibition"
"77","hsa:9306","hsa:7297","PPrel","inhibition"
"78","hsa:9655","hsa:3716","PPrel","inhibition"
"79","hsa:9655","hsa:3717","PPrel","inhibition"
"80","hsa:9655","hsa:3718","PPrel","inhibition"
"81","hsa:9655","hsa:7297","PPrel","inhibition"
"82","hsa:1387","hsa:6772","PPrel","activation"
"83","hsa:1387","hsa:6773","PPrel","activation"
"84","hsa:1387","hsa:6774","PPrel","activation"
"85","hsa:1387","hsa:6775","PPrel","activation"
"86","hsa:1387","hsa:6776","PPrel","activation"
"87","hsa:1387","hsa:6777","PPrel","activation"
"88","hsa:1387","hsa:6778","PPrel","activation"
"89","hsa:2033","hsa:6772","PPrel","activation"
"90","hsa:2033","hsa:6773","PPrel","activation"
"91","hsa:2033","hsa:6774","PPrel","activation"
"92","hsa:2033","hsa:6775","PPrel","activation"
"93","hsa:2033","hsa:6776","PPrel","activation"
"94","hsa:2033","hsa:6777","PPrel","activation"
"95","hsa:2033","hsa:6778","PPrel","activation"
"96","hsa:6772","hsa:6772","PPrel","state change"
"97","hsa:6772","hsa:6773","PPrel","state change"
"98","hsa:6772","hsa:6774","PPrel","state change"
"99","hsa:6772","hsa:6775","PPrel","state change"
"100","hsa:6772","hsa:6776","PPrel","state change"
"101","hsa:6772","hsa:6777","PPrel","state change"
"102","hsa:6772","hsa:6778","PPrel","state change"
"103","hsa:6772","hsa:1154","GErel","expression"
"104","hsa:6772","hsa:596","GErel","expression"
