"","from","to","type","subtype"
"2","hsa:10690","hsa:2683","ECrel","compound"
"21","hsa:10690","hsa:2523","ECrel","compound"
"3","hsa:10690","hsa:2524","ECrel","compound"
"4","hsa:10690","hsa:10331","ECrel","compound"
"5","hsa:10690","hsa:10678","ECrel","compound"
"6","hsa:10690","hsa:79369","ECrel","compound"
"7","hsa:10690","hsa:28","ECrel","compound"
"8","hsa:10690","hsa:8703","ECrel","compound"
"9","hsa:10690","hsa:8702","ECrel","compound"
"10","hsa:10690","hsa:10402","ECrel","compound"
"11","hsa:10690","hsa:2651","ECrel","compound"
"12","hsa:10690","hsa:2525","ECrel","compound"
"13","hsa:10690","hsa:2527","ECrel","compound"
"14","hsa:10690","hsa:2528","ECrel","compound"
"31","hsa:2525","hsa:2683","ECrel","compound"
"32","hsa:2525","hsa:2523","ECrel","compound"
"33","hsa:2525","hsa:2524","ECrel","compound"
"34","hsa:2525","hsa:10331","ECrel","compound"
"35","hsa:2525","hsa:10678","ECrel","compound"
"36","hsa:2525","hsa:79369","ECrel","compound"
"37","hsa:2525","hsa:10402","ECrel","compound"
"38","hsa:2525","hsa:28","ECrel","compound"
"39","hsa:2525","hsa:8703","ECrel","compound"
"40","hsa:2525","hsa:8702","ECrel","compound"
"41","hsa:2525","hsa:2651","ECrel","compound"
"42","hsa:2525","hsa:10690","ECrel","compound"
"44","hsa:2527","hsa:2683","ECrel","compound"
"45","hsa:2527","hsa:2523","ECrel","compound"
"46","hsa:2527","hsa:2524","ECrel","compound"
"47","hsa:2527","hsa:10331","ECrel","compound"
"48","hsa:2527","hsa:10678","ECrel","compound"
"49","hsa:2527","hsa:79369","ECrel","compound"
"50","hsa:2527","hsa:10402","ECrel","compound"
"51","hsa:2527","hsa:28","ECrel","compound"
"52","hsa:2527","hsa:8703","ECrel","compound"
"53","hsa:2527","hsa:8702","ECrel","compound"
"54","hsa:2527","hsa:2651","ECrel","compound"
"55","hsa:2527","hsa:10690","ECrel","compound"
"57","hsa:2528","hsa:2683","ECrel","compound"
"58","hsa:2528","hsa:2523","ECrel","compound"
"59","hsa:2528","hsa:2524","ECrel","compound"
"60","hsa:2528","hsa:10331","ECrel","compound"
"61","hsa:2528","hsa:10678","ECrel","compound"
"62","hsa:2528","hsa:79369","ECrel","compound"
"63","hsa:2528","hsa:10402","ECrel","compound"
"64","hsa:2528","hsa:28","ECrel","compound"
"65","hsa:2528","hsa:8703","ECrel","compound"
"66","hsa:2528","hsa:8702","ECrel","compound"
"67","hsa:2528","hsa:2651","ECrel","compound"
"68","hsa:2528","hsa:10690","ECrel","compound"
"70","hsa:8702","hsa:84002","ECrel","compound"
"71","hsa:8702","hsa:2525","ECrel","compound"
"72","hsa:8702","hsa:2527","ECrel","compound"
"73","hsa:8702","hsa:2528","ECrel","compound"
