"","from","to","type","subtype"
"2","hsa:107","hsa:5566","PPrel","compound"
"21","hsa:107","hsa:5567","PPrel","compound"
"3","hsa:107","hsa:5568","PPrel","compound"
"4","hsa:109","hsa:5566","PPrel","compound"
"5","hsa:109","hsa:5567","PPrel","compound"
"6","hsa:109","hsa:5568","PPrel","compound"
"7","hsa:114","hsa:5566","PPrel","compound"
"8","hsa:114","hsa:5567","PPrel","compound"
"9","hsa:114","hsa:5568","PPrel","compound"
"10","hsa:57118","hsa:163688","PPrel","binding/association"
"11","hsa:57118","hsa:51806","PPrel","binding/association"
"12","hsa:57118","hsa:801","PPrel","binding/association"
"13","hsa:57118","hsa:805","PPrel","binding/association"
"14","hsa:57118","hsa:808","PPrel","binding/association"
"15","hsa:57118","hsa:810","PPrel","binding/association"
"16","hsa:57118","hsa:91860","PPrel","binding/association"
"17","hsa:57172","hsa:163688","PPrel","binding/association"
"18","hsa:57172","hsa:51806","PPrel","binding/association"
"19","hsa:57172","hsa:801","PPrel","binding/association"
"20","hsa:57172","hsa:805","PPrel","binding/association"
"211","hsa:57172","hsa:808","PPrel","binding/association"
"22","hsa:57172","hsa:810","PPrel","binding/association"
"23","hsa:57172","hsa:91860","PPrel","binding/association"
"24","hsa:814","hsa:163688","PPrel","binding/association"
"25","hsa:814","hsa:51806","PPrel","binding/association"
"26","hsa:814","hsa:801","PPrel","binding/association"
"27","hsa:814","hsa:805","PPrel","binding/association"
"28","hsa:814","hsa:808","PPrel","binding/association"
"29","hsa:814","hsa:810","PPrel","binding/association"
"30","hsa:814","hsa:91860","PPrel","binding/association"
"31","hsa:815","hsa:163688","PPrel","binding/association"
"32","hsa:815","hsa:51806","PPrel","binding/association"
"33","hsa:815","hsa:801","PPrel","binding/association"
"34","hsa:815","hsa:805","PPrel","binding/association"
"35","hsa:815","hsa:808","PPrel","binding/association"
"36","hsa:815","hsa:810","PPrel","binding/association"
"37","hsa:815","hsa:91860","PPrel","binding/association"
"38","hsa:816","hsa:163688","PPrel","binding/association"
"39","hsa:816","hsa:51806","PPrel","binding/association"
"40","hsa:816","hsa:801","PPrel","binding/association"
"41","hsa:816","hsa:805","PPrel","binding/association"
"42","hsa:816","hsa:808","PPrel","binding/association"
"43","hsa:816","hsa:810","PPrel","binding/association"
"44","hsa:816","hsa:91860","PPrel","binding/association"
"45","hsa:817","hsa:163688","PPrel","binding/association"
"46","hsa:817","hsa:51806","PPrel","binding/association"
"47","hsa:817","hsa:801","PPrel","binding/association"
"48","hsa:817","hsa:805","PPrel","binding/association"
"49","hsa:817","hsa:808","PPrel","binding/association"
"50","hsa:817","hsa:810","PPrel","binding/association"
"51","hsa:817","hsa:91860","PPrel","binding/association"
"52","hsa:818","hsa:163688","PPrel","binding/association"
"53","hsa:818","hsa:51806","PPrel","binding/association"
"54","hsa:818","hsa:801","PPrel","binding/association"
"55","hsa:818","hsa:805","PPrel","binding/association"
"56","hsa:818","hsa:808","PPrel","binding/association"
"57","hsa:818","hsa:810","PPrel","binding/association"
"58","hsa:818","hsa:91860","PPrel","binding/association"
"59","hsa:8536","hsa:163688","PPrel","binding/association"
"60","hsa:8536","hsa:51806","PPrel","binding/association"
"61","hsa:8536","hsa:801","PPrel","binding/association"
"62","hsa:8536","hsa:805","PPrel","binding/association"
"63","hsa:8536","hsa:808","PPrel","binding/association"
"64","hsa:8536","hsa:810","PPrel","binding/association"
"65","hsa:8536","hsa:91860","PPrel","binding/association"
"66","hsa:5530","hsa:163688","PPrel","binding/association"
"67","hsa:5530","hsa:51806","PPrel","binding/association"
"68","hsa:5530","hsa:801","PPrel","binding/association"
"69","hsa:5530","hsa:805","PPrel","binding/association"
"70","hsa:5530","hsa:808","PPrel","binding/association"
"71","hsa:5530","hsa:810","PPrel","binding/association"
"72","hsa:5530","hsa:91860","PPrel","binding/association"
"73","hsa:5532","hsa:163688","PPrel","binding/association"
"74","hsa:5532","hsa:51806","PPrel","binding/association"
"75","hsa:5532","hsa:801","PPrel","binding/association"
