"","from","to","type","subtype"
"2","hsa:1962","hsa:2639","ECrel","compound"
"21","hsa:1962","hsa:1892","ECrel","compound"
"3","hsa:1962","hsa:1962","ECrel","compound"
"4","hsa:1962","hsa:3030","ECrel","compound"
"5","hsa:3033","hsa:1892","ECrel","compound"
"6","hsa:3033","hsa:1962","ECrel","compound"
"7","hsa:3033","hsa:3030","ECrel","compound"
"8","hsa:169355","hsa:125061","ECrel","compound"
"9","hsa:169355","hsa:121278","ECrel","compound"
"11","hsa:169355","hsa:1644","ECrel","compound"
"13","hsa:169355","hsa:4128","ECrel","compound"
"14","hsa:169355","hsa:4129","ECrel","compound"
"15","hsa:169355","hsa:438","ECrel","compound"
"16","hsa:169355","hsa:1543","ECrel","compound"
"17","hsa:169355","hsa:1544","ECrel","compound"
"18","hsa:169355","hsa:1545","ECrel","compound"
"19","hsa:3620","hsa:125061","ECrel","compound"
"20","hsa:3620","hsa:121278","ECrel","compound"
"22","hsa:3620","hsa:1644","ECrel","compound"
"24","hsa:3620","hsa:4128","ECrel","compound"
"25","hsa:3620","hsa:4129","ECrel","compound"
"26","hsa:3620","hsa:438","ECrel","compound"
"27","hsa:3620","hsa:1543","ECrel","compound"
"28","hsa:3620","hsa:1544","ECrel","compound"
"29","hsa:3620","hsa:1545","ECrel","compound"
"30","hsa:259307","hsa:121278","ECrel","compound"
"32","hsa:259307","hsa:6999","ECrel","compound"
"33","hsa:259307","hsa:1644","ECrel","compound"
"34","hsa:259307","hsa:169355","ECrel","compound"
"35","hsa:259307","hsa:3620","ECrel","compound"
"36","hsa:259307","hsa:4128","ECrel","compound"
"37","hsa:259307","hsa:4129","ECrel","compound"
"39","hsa:1543","hsa:438","ECrel","compound"
"40","hsa:1544","hsa:438","ECrel","compound"
"41","hsa:1545","hsa:438","ECrel","compound"
"42","hsa:438","hsa:217","ECrel","compound"
"43","hsa:438","hsa:219","ECrel","compound"
"44","hsa:438","hsa:223","ECrel","compound"
"45","hsa:438","hsa:224","ECrel","compound"
"46","hsa:438","hsa:501","ECrel","compound"
"47","hsa:438","hsa:316","ECrel","compound"
"48","hsa:438","hsa:15","ECrel","compound"
"49","hsa:15","hsa:1644","ECrel","compound"
"51","hsa:15","hsa:169355","ECrel","compound"
"52","hsa:15","hsa:3620","ECrel","compound"
"53","hsa:15","hsa:4128","ECrel","compound"
"54","hsa:15","hsa:4129","ECrel","compound"
"55","hsa:4128","hsa:1644","ECrel","compound"
"57","hsa:4128","hsa:316","ECrel","compound"
"58","hsa:4128","hsa:217","ECrel","compound"
"59","hsa:4128","hsa:219","ECrel","compound"
"60","hsa:4128","hsa:223","ECrel","compound"
"61","hsa:4128","hsa:224","ECrel","compound"
