"","from","to","type","subtype"
"2","hsa:55312","hsa:80308","ECrel","compound"
"21","hsa:55312","hsa:5167","ECrel","compound"
"3","hsa:55312","hsa:5169","ECrel","compound"
"4","hsa:645","hsa:55312","ECrel","compound"
"5","hsa:52","hsa:645","ECrel","compound"
"6","hsa:52","hsa:80308","ECrel","compound"
"7","hsa:52","hsa:5167","ECrel","compound"
"8","hsa:52","hsa:5169","ECrel","compound"
"9","hsa:53","hsa:645","ECrel","compound"
"10","hsa:53","hsa:80308","ECrel","compound"
"11","hsa:53","hsa:5167","ECrel","compound"
"12","hsa:53","hsa:5169","ECrel","compound"
"13","hsa:54","hsa:645","ECrel","compound"
"14","hsa:54","hsa:80308","ECrel","compound"
"15","hsa:54","hsa:5167","ECrel","compound"
"16","hsa:54","hsa:5169","ECrel","compound"
