"","from","to","type","subtype"
"2","hsa:50484","hsa:5313","ECrel","compound"
"21","hsa:50484","hsa:5315","ECrel","compound"
"3","hsa:50484","hsa:10201","ECrel","compound"
"5","hsa:50484","hsa:29922","ECrel","compound"
"8","hsa:50484","hsa:4832","ECrel","compound"
"9","hsa:50484","hsa:4833","ECrel","compound"
"11","hsa:50484","hsa:377841","ECrel","compound"
"13","hsa:50484","hsa:956","ECrel","compound"
"14","hsa:50484","hsa:954","ECrel","compound"
"15","hsa:50484","hsa:84284","ECrel","compound"
"17","hsa:50484","hsa:122481","ECrel","compound"
"18","hsa:50484","hsa:158067","ECrel","compound"
"19","hsa:50484","hsa:203","ECrel","compound"
"20","hsa:50484","hsa:204","ECrel","compound"
"211","hsa:50484","hsa:205","ECrel","compound"
"22","hsa:50484","hsa:26289","ECrel","compound"
"24","hsa:50484","hsa:2987","ECrel","compound"
"25","hsa:6240","hsa:5313","ECrel","compound"
"26","hsa:6240","hsa:5315","ECrel","compound"
"27","hsa:6240","hsa:10201","ECrel","compound"
"29","hsa:6240","hsa:29922","ECrel","compound"
"32","hsa:6240","hsa:4832","ECrel","compound"
"33","hsa:6240","hsa:4833","ECrel","compound"
"35","hsa:6240","hsa:377841","ECrel","compound"
"37","hsa:6240","hsa:956","ECrel","compound"
"38","hsa:6240","hsa:954","ECrel","compound"
"39","hsa:6240","hsa:84284","ECrel","compound"
"41","hsa:6240","hsa:122481","ECrel","compound"
"42","hsa:6240","hsa:158067","ECrel","compound"
"43","hsa:6240","hsa:203","ECrel","compound"
"44","hsa:6240","hsa:204","ECrel","compound"
"45","hsa:6240","hsa:205","ECrel","compound"
"46","hsa:6240","hsa:26289","ECrel","compound"
"48","hsa:6240","hsa:2987","ECrel","compound"
"49","hsa:6241","hsa:5313","ECrel","compound"
"50","hsa:6241","hsa:5315","ECrel","compound"
"51","hsa:6241","hsa:10201","ECrel","compound"
"53","hsa:6241","hsa:29922","ECrel","compound"
"56","hsa:6241","hsa:4832","ECrel","compound"
"57","hsa:6241","hsa:4833","ECrel","compound"
"59","hsa:6241","hsa:377841","ECrel","compound"
"61","hsa:6241","hsa:956","ECrel","compound"
"62","hsa:6241","hsa:954","ECrel","compound"
"63","hsa:6241","hsa:84284","ECrel","compound"
"65","hsa:6241","hsa:122481","ECrel","compound"
"66","hsa:6241","hsa:158067","ECrel","compound"
"67","hsa:6241","hsa:203","ECrel","compound"
"68","hsa:6241","hsa:204","ECrel","compound"
"69","hsa:6241","hsa:205","ECrel","compound"
"70","hsa:6241","hsa:26289","ECrel","compound"
"72","hsa:6241","hsa:2987","ECrel","compound"
"73","hsa:7498","hsa:3251","ECrel","compound"
"74","hsa:7498","hsa:7498","ECrel","compound"
"75","hsa:7498","hsa:9615","ECrel","compound"
"76","hsa:221823","hsa:11164","ECrel","compound"
"77","hsa:221823","hsa:53343","ECrel","compound"
"78","hsa:221823","hsa:56985","ECrel","compound"
"79","hsa:221823","hsa:5471","ECrel","compound"
"80","hsa:221823","hsa:5236","ECrel","compound"
"81","hsa:221823","hsa:55276","ECrel","compound"
"82","hsa:5631","hsa:11164","ECrel","compound"
"83","hsa:5631","hsa:53343","ECrel","compound"
"84","hsa:5631","hsa:56985","ECrel","compound"
"85","hsa:5631","hsa:5471","ECrel","compound"
"86","hsa:5631","hsa:5236","ECrel","compound"
"87","hsa:5631","hsa:55276","ECrel","compound"
"88","hsa:5634","hsa:11164","ECrel","compound"
"89","hsa:5634","hsa:53343","ECrel","compound"
"90","hsa:5634","hsa:56985","ECrel","compound"
"91","hsa:5634","hsa:5471","ECrel","compound"
"92","hsa:5634","hsa:5236","ECrel","compound"
"93","hsa:5634","hsa:55276","ECrel","compound"
"94","hsa:5471","hsa:2618","ECrel","compound"
