"","from","to","type","subtype"
"2","hsa:1371","hsa:7389","ECrel","compound"
"21","hsa:1371","hsa:5498","ECrel","compound"
"3","hsa:2990","hsa:10720","ECrel","compound"
"4","hsa:2990","hsa:10941","ECrel","compound"
"5","hsa:2990","hsa:54490","ECrel","compound"
"16","hsa:2990","hsa:7363","ECrel","compound"
"17","hsa:2990","hsa:7364","ECrel","compound"
"18","hsa:2990","hsa:7365","ECrel","compound"
"19","hsa:2990","hsa:7366","ECrel","compound"
"20","hsa:2990","hsa:7367","ECrel","compound"
"211","hsa:2990","hsa:79799","ECrel","compound"
"22","hsa:644","hsa:10720","ECrel","compound"
"23","hsa:644","hsa:10941","ECrel","compound"
"24","hsa:644","hsa:54490","ECrel","compound"
"35","hsa:644","hsa:7363","ECrel","compound"
"36","hsa:644","hsa:7364","ECrel","compound"
"37","hsa:644","hsa:7365","ECrel","compound"
"38","hsa:644","hsa:7366","ECrel","compound"
"39","hsa:644","hsa:7367","ECrel","compound"
"40","hsa:644","hsa:79799","ECrel","compound"
"41","hsa:645","hsa:10720","ECrel","compound"
"42","hsa:645","hsa:10941","ECrel","compound"
"43","hsa:645","hsa:54490","ECrel","compound"
"54","hsa:645","hsa:7363","ECrel","compound"
"55","hsa:645","hsa:7364","ECrel","compound"
"56","hsa:645","hsa:7365","ECrel","compound"
"57","hsa:645","hsa:7366","ECrel","compound"
"58","hsa:645","hsa:7367","ECrel","compound"
"59","hsa:645","hsa:79799","ECrel","compound"
"60","hsa:3052","hsa:2235","ECrel","compound"
"61","hsa:3052","hsa:3162","ECrel","compound"
"62","hsa:3052","hsa:3163","ECrel","compound"
"63","hsa:1352","hsa:2235","ECrel","compound"
"64","hsa:1352","hsa:3052","ECrel","compound"
"65","hsa:2235","hsa:2235","ECrel","compound"
"66","hsa:2235","hsa:3162","ECrel","compound"
"67","hsa:2235","hsa:3163","ECrel","compound"
"68","hsa:1356","hsa:2235","ECrel","compound"
"69","hsa:1356","hsa:3162","ECrel","compound"
"70","hsa:1356","hsa:3163","ECrel","compound"
"71","hsa:2395","hsa:2235","ECrel","compound"
"72","hsa:2395","hsa:3162","ECrel","compound"
"73","hsa:2395","hsa:3163","ECrel","compound"
"77","hsa:9843","hsa:2235","ECrel","compound"
"78","hsa:9843","hsa:3162","ECrel","compound"
"79","hsa:9843","hsa:3163","ECrel","compound"
"80","hsa:5498","hsa:1371","ECrel","compound"
"81","hsa:5498","hsa:2235","ECrel","compound"
"82","hsa:7389","hsa:7390","ECrel","compound"
"83","hsa:7389","hsa:5498","ECrel","compound"
"84","hsa:7390","hsa:3145","ECrel","compound"
"85","hsa:3145","hsa:210","ECrel","compound"
"86","hsa:211","hsa:210","ECrel","compound"
"87","hsa:212","hsa:210","ECrel","compound"
"88","hsa:1355","hsa:1352","ECrel","compound"
"89","hsa:3162","hsa:644","ECrel","compound"
"90","hsa:3162","hsa:645","ECrel","compound"
"91","hsa:3162","hsa:1352","ECrel","compound"
"92","hsa:3163","hsa:644","ECrel","compound"
"93","hsa:3163","hsa:645","ECrel","compound"
"94","hsa:3163","hsa:1352","ECrel","compound"
