"","from","to","type","subtype"
"3","hsa:1544","hsa:123745","ECrel","compound"
"4","hsa:1544","hsa:151056","ECrel","compound"
"5","hsa:1544","hsa:255189","ECrel","compound"
"6","hsa:1544","hsa:26279","ECrel","compound"
"7","hsa:1544","hsa:283748","ECrel","compound"
"8","hsa:1544","hsa:30814","ECrel","compound"
"9","hsa:1544","hsa:391013","ECrel","compound"
"10","hsa:1544","hsa:50487","ECrel","compound"
"11","hsa:1544","hsa:5319","ECrel","compound"
"12","hsa:1544","hsa:5320","ECrel","compound"
"13","hsa:1544","hsa:5321","ECrel","compound"
"14","hsa:1544","hsa:5322","ECrel","compound"
"15","hsa:1544","hsa:64600","ECrel","compound"
"16","hsa:1544","hsa:81579","ECrel","compound"
"17","hsa:1544","hsa:8398","ECrel","compound"
"18","hsa:1544","hsa:8399","ECrel","compound"
"19","hsa:1544","hsa:84647","ECrel","compound"
"20","hsa:1544","hsa:8605","ECrel","compound"
"22","hsa:1544","hsa:246","ECrel","compound"
"23","hsa:1544","hsa:1573","ECrel","compound"
"24","hsa:1544","hsa:1576","ECrel","compound"
"25","hsa:1544","hsa:1571","ECrel","compound"
"26","hsa:1544","hsa:1557","ECrel","compound"
"27","hsa:1544","hsa:1558","ECrel","compound"
"28","hsa:1544","hsa:1559","ECrel","compound"
"31","hsa:246","hsa:123745","ECrel","compound"
"32","hsa:246","hsa:151056","ECrel","compound"
"33","hsa:246","hsa:255189","ECrel","compound"
"34","hsa:246","hsa:26279","ECrel","compound"
"35","hsa:246","hsa:283748","ECrel","compound"
"36","hsa:246","hsa:30814","ECrel","compound"
"37","hsa:246","hsa:391013","ECrel","compound"
"38","hsa:246","hsa:50487","ECrel","compound"
"39","hsa:246","hsa:5319","ECrel","compound"
"40","hsa:246","hsa:5320","ECrel","compound"
"41","hsa:246","hsa:5321","ECrel","compound"
"42","hsa:246","hsa:5322","ECrel","compound"
"43","hsa:246","hsa:64600","ECrel","compound"
"44","hsa:246","hsa:81579","ECrel","compound"
"45","hsa:246","hsa:8398","ECrel","compound"
"46","hsa:246","hsa:8399","ECrel","compound"
"47","hsa:246","hsa:84647","ECrel","compound"
"48","hsa:246","hsa:8605","ECrel","compound"
"50","hsa:246","hsa:1571","ECrel","compound"
"53","hsa:123745","hsa:1571","ECrel","compound"
"54","hsa:151056","hsa:1571","ECrel","compound"
"55","hsa:255189","hsa:1571","ECrel","compound"
"56","hsa:26279","hsa:1571","ECrel","compound"
"57","hsa:283748","hsa:1571","ECrel","compound"
"58","hsa:30814","hsa:1571","ECrel","compound"
"59","hsa:391013","hsa:1571","ECrel","compound"
"60","hsa:50487","hsa:1571","ECrel","compound"
"61","hsa:5319","hsa:1571","ECrel","compound"
"62","hsa:5320","hsa:1571","ECrel","compound"
"63","hsa:5321","hsa:1571","ECrel","compound"
"64","hsa:5322","hsa:1571","ECrel","compound"
"65","hsa:64600","hsa:1571","ECrel","compound"
"66","hsa:81579","hsa:1571","ECrel","compound"
"67","hsa:8398","hsa:1571","ECrel","compound"
"68","hsa:8399","hsa:1571","ECrel","compound"
"69","hsa:84647","hsa:1571","ECrel","compound"
"70","hsa:8605","hsa:1571","ECrel","compound"
"72","hsa:1557","hsa:1544","ECrel","compound"
"73","hsa:1557","hsa:1573","ECrel","compound"
"74","hsa:1557","hsa:1576","ECrel","compound"
"75","hsa:1557","hsa:1571","ECrel","compound"
"78","hsa:1557","hsa:123745","ECrel","compound"
"79","hsa:1557","hsa:151056","ECrel","compound"
"80","hsa:1557","hsa:255189","ECrel","compound"
"81","hsa:1557","hsa:26279","ECrel","compound"
