"","from","to","type","subtype"
"2","hsa:4598","hsa:10654","ECrel","compound"
"21","hsa:38","hsa:3157","ECrel","compound"
"3","hsa:38","hsa:3158","ECrel","compound"
"4","hsa:39","hsa:3157","ECrel","compound"
"5","hsa:39","hsa:3158","ECrel","compound"
"6","hsa:3157","hsa:3156","ECrel","compound"
"7","hsa:3158","hsa:3156","ECrel","compound"
"8","hsa:3156","hsa:4598","ECrel","compound"
"9","hsa:3422","hsa:2224","ECrel","compound"
"10","hsa:3422","hsa:9453","ECrel","compound"
"11","hsa:91734","hsa:2224","ECrel","compound"
"12","hsa:91734","hsa:9453","ECrel","compound"
"13","hsa:4597","hsa:3422","ECrel","compound"
"14","hsa:4597","hsa:91734","ECrel","compound"
"15","hsa:4597","hsa:2224","ECrel","compound"
"16","hsa:4597","hsa:9453","ECrel","compound"
"17","hsa:10654","hsa:4597","ECrel","compound"
"18","hsa:2224","hsa:2224","ECrel","compound"
"19","hsa:2224","hsa:9453","ECrel","compound"
"20","hsa:2224","hsa:116150","ECrel","compound"
"211","hsa:2224","hsa:79947","ECrel","compound"
"22","hsa:2224","hsa:23590","ECrel","compound"
"23","hsa:2224","hsa:57107","ECrel","compound"
"24","hsa:2224","hsa:2339","ECrel","compound"
"26","hsa:2224","hsa:3422","ECrel","compound"
"27","hsa:2224","hsa:91734","ECrel","compound"
"28","hsa:9453","hsa:2224","ECrel","compound"
"29","hsa:9453","hsa:9453","ECrel","compound"
"30","hsa:9453","hsa:116150","ECrel","compound"
"31","hsa:9453","hsa:79947","ECrel","compound"
"32","hsa:9453","hsa:23590","ECrel","compound"
"33","hsa:9453","hsa:57107","ECrel","compound"
"34","hsa:9453","hsa:2339","ECrel","compound"
"36","hsa:9453","hsa:3422","ECrel","compound"
"37","hsa:9453","hsa:91734","ECrel","compound"
"38","hsa:116150","hsa:9453","ECrel","compound"
"39","hsa:116150","hsa:23590","ECrel","compound"
"40","hsa:116150","hsa:57107","ECrel","compound"
"41","hsa:79947","hsa:9453","ECrel","compound"
"42","hsa:79947","hsa:23590","ECrel","compound"
"43","hsa:79947","hsa:57107","ECrel","compound"
"44","hsa:2339","hsa:116150","ECrel","compound"
"45","hsa:2339","hsa:79947","ECrel","compound"
"46","hsa:2339","hsa:9453","ECrel","compound"
"47","hsa:2339","hsa:23590","ECrel","compound"
"48","hsa:2339","hsa:57107","ECrel","compound"
"54","hsa:9986","hsa:2339","ECrel","compound"
"56","hsa:23463","hsa:10269","ECrel","compound"
"57","hsa:23463","hsa:9986","ECrel","compound"
"58","hsa:10269","hsa:2339","ECrel","compound"
