"","from","to","type","subtype"
"2","hsa:3292","hsa:6783","ECrel","compound"
"21","hsa:3292","hsa:10720","ECrel","compound"
"3","hsa:3292","hsa:10941","ECrel","compound"
"4","hsa:3292","hsa:54490","ECrel","compound"
"15","hsa:3292","hsa:7363","ECrel","compound"
"16","hsa:3292","hsa:7364","ECrel","compound"
"17","hsa:3292","hsa:7365","ECrel","compound"
"18","hsa:3292","hsa:7366","ECrel","compound"
"19","hsa:3292","hsa:7367","ECrel","compound"
"20","hsa:3292","hsa:79799","ECrel","compound"
"211","hsa:3292","hsa:1543","ECrel","compound"
"22","hsa:3292","hsa:1577","ECrel","compound"
"23","hsa:3292","hsa:1545","ECrel","compound"
"24","hsa:3292","hsa:1588","ECrel","compound"
"25","hsa:3292","hsa:1576","ECrel","compound"
"26","hsa:3294","hsa:6783","ECrel","compound"
"27","hsa:3294","hsa:10720","ECrel","compound"
"28","hsa:3294","hsa:10941","ECrel","compound"
"29","hsa:3294","hsa:54490","ECrel","compound"
"40","hsa:3294","hsa:7363","ECrel","compound"
"41","hsa:3294","hsa:7364","ECrel","compound"
"42","hsa:3294","hsa:7365","ECrel","compound"
"43","hsa:3294","hsa:7366","ECrel","compound"
"44","hsa:3294","hsa:7367","ECrel","compound"
"45","hsa:3294","hsa:79799","ECrel","compound"
"46","hsa:3294","hsa:1543","ECrel","compound"
"47","hsa:3294","hsa:1577","ECrel","compound"
"48","hsa:3294","hsa:1545","ECrel","compound"
"49","hsa:3294","hsa:1588","ECrel","compound"
"50","hsa:3294","hsa:1576","ECrel","compound"
"51","hsa:51144","hsa:6783","ECrel","compound"
"52","hsa:51144","hsa:10720","ECrel","compound"
"53","hsa:51144","hsa:10941","ECrel","compound"
"54","hsa:51144","hsa:54490","ECrel","compound"
"65","hsa:51144","hsa:7363","ECrel","compound"
"66","hsa:51144","hsa:7364","ECrel","compound"
"67","hsa:51144","hsa:7365","ECrel","compound"
"68","hsa:51144","hsa:7366","ECrel","compound"
"69","hsa:51144","hsa:7367","ECrel","compound"
"70","hsa:51144","hsa:79799","ECrel","compound"
"71","hsa:51144","hsa:1543","ECrel","compound"
"72","hsa:51144","hsa:1577","ECrel","compound"
"73","hsa:51144","hsa:1545","ECrel","compound"
"74","hsa:51144","hsa:1588","ECrel","compound"
"75","hsa:51144","hsa:1576","ECrel","compound"
"101","hsa:7923","hsa:6783","ECrel","compound"
"102","hsa:7923","hsa:10720","ECrel","compound"
"103","hsa:7923","hsa:10941","ECrel","compound"
"104","hsa:7923","hsa:54490","ECrel","compound"
"115","hsa:7923","hsa:7363","ECrel","compound"
"116","hsa:7923","hsa:7364","ECrel","compound"
"117","hsa:7923","hsa:7365","ECrel","compound"
"118","hsa:7923","hsa:7366","ECrel","compound"
"119","hsa:7923","hsa:7367","ECrel","compound"
"120","hsa:7923","hsa:79799","ECrel","compound"
"121","hsa:7923","hsa:1543","ECrel","compound"
"122","hsa:7923","hsa:1577","ECrel","compound"
"123","hsa:7923","hsa:1545","ECrel","compound"
"124","hsa:7923","hsa:1588","ECrel","compound"
"125","hsa:7923","hsa:1576","ECrel","compound"
