"","from","to","type","subtype"
"2","hsa:218","hsa:124","ECrel","compound"
"21","hsa:218","hsa:125","ECrel","compound"
"3","hsa:218","hsa:126","ECrel","compound"
"4","hsa:218","hsa:127","ECrel","compound"
"5","hsa:218","hsa:128","ECrel","compound"
"6","hsa:218","hsa:130","ECrel","compound"
"7","hsa:218","hsa:131","ECrel","compound"
"8","hsa:221","hsa:124","ECrel","compound"
"9","hsa:221","hsa:125","ECrel","compound"
"10","hsa:221","hsa:126","ECrel","compound"
"11","hsa:221","hsa:127","ECrel","compound"
"12","hsa:221","hsa:128","ECrel","compound"
"13","hsa:221","hsa:130","ECrel","compound"
"14","hsa:221","hsa:131","ECrel","compound"
"15","hsa:222","hsa:124","ECrel","compound"
"16","hsa:222","hsa:125","ECrel","compound"
"17","hsa:222","hsa:126","ECrel","compound"
"18","hsa:222","hsa:127","ECrel","compound"
"19","hsa:222","hsa:128","ECrel","compound"
"20","hsa:222","hsa:130","ECrel","compound"
"211","hsa:222","hsa:131","ECrel","compound"
"22","hsa:2326","hsa:1576","ECrel","compound"
"26","hsa:2326","hsa:1565","ECrel","compound"
"27","hsa:2327","hsa:1576","ECrel","compound"
"31","hsa:2327","hsa:1565","ECrel","compound"
"32","hsa:2328","hsa:1576","ECrel","compound"
"36","hsa:2328","hsa:1565","ECrel","compound"
"37","hsa:2329","hsa:1576","ECrel","compound"
"41","hsa:2329","hsa:1565","ECrel","compound"
"42","hsa:2330","hsa:1576","ECrel","compound"
"46","hsa:2330","hsa:1565","ECrel","compound"
"50","hsa:1576","hsa:1565","ECrel","compound"
"51","hsa:1576","hsa:1544","ECrel","compound"
"52","hsa:1576","hsa:1558","ECrel","compound"
"53","hsa:1576","hsa:1571","ECrel","compound"
"54","hsa:1576","hsa:1557","ECrel","compound"
"55","hsa:1576","hsa:1559","ECrel","compound"
"56","hsa:1576","hsa:1555","ECrel","compound"
"57","hsa:1576","hsa:4128","ECrel","compound"
"58","hsa:1576","hsa:4129","ECrel","compound"
"128","hsa:1565","hsa:1576","ECrel","compound"
"129","hsa:1565","hsa:10720","ECrel","compound"
"130","hsa:1565","hsa:10941","ECrel","compound"
"131","hsa:1565","hsa:54490","ECrel","compound"
"142","hsa:1565","hsa:7363","ECrel","compound"
"143","hsa:1565","hsa:7364","ECrel","compound"
"144","hsa:1565","hsa:7365","ECrel","compound"
"145","hsa:1565","hsa:7366","ECrel","compound"
