"","from","to","type","subtype"
"45","hsa:2571","hsa:224","ECrel","compound"
"46","hsa:2571","hsa:501","ECrel","compound"
"47","hsa:2571","hsa:55748","ECrel","compound"
"48","hsa:2572","hsa:51733","ECrel","compound"
"49","hsa:2572","hsa:84735","ECrel","compound"
"50","hsa:2572","hsa:57571","ECrel","compound"
"51","hsa:2572","hsa:217","ECrel","compound"
"52","hsa:2572","hsa:219","ECrel","compound"
"53","hsa:2572","hsa:223","ECrel","compound"
"54","hsa:2572","hsa:224","ECrel","compound"
"55","hsa:2572","hsa:501","ECrel","compound"
"56","hsa:2572","hsa:55748","ECrel","compound"
"57","hsa:339896","hsa:51733","ECrel","compound"
"58","hsa:339896","hsa:84735","ECrel","compound"
"59","hsa:339896","hsa:57571","ECrel","compound"
"60","hsa:339896","hsa:217","ECrel","compound"
"61","hsa:339896","hsa:219","ECrel","compound"
"62","hsa:339896","hsa:223","ECrel","compound"
"63","hsa:339896","hsa:224","ECrel","compound"
"64","hsa:339896","hsa:501","ECrel","compound"
"65","hsa:339896","hsa:55748","ECrel","compound"
"66","hsa:314","hsa:217","ECrel","compound"
"67","hsa:314","hsa:219","ECrel","compound"
"68","hsa:314","hsa:223","ECrel","compound"
"69","hsa:314","hsa:224","ECrel","compound"
"70","hsa:314","hsa:501","ECrel","compound"
"71","hsa:314","hsa:54498","ECrel","compound"
"72","hsa:8639","hsa:217","ECrel","compound"
"73","hsa:8639","hsa:219","ECrel","compound"
"74","hsa:8639","hsa:223","ECrel","compound"
"75","hsa:8639","hsa:224","ECrel","compound"
"76","hsa:8639","hsa:501","ECrel","compound"
"77","hsa:8639","hsa:54498","ECrel","compound"
"78","hsa:217","hsa:51733","ECrel","compound"
"79","hsa:217","hsa:84735","ECrel","compound"
"80","hsa:217","hsa:57571","ECrel","compound"
"81","hsa:217","hsa:54498","ECrel","compound"
"82","hsa:219","hsa:51733","ECrel","compound"
"83","hsa:219","hsa:84735","ECrel","compound"
"84","hsa:219","hsa:57571","ECrel","compound"
"85","hsa:219","hsa:54498","ECrel","compound"
"86","hsa:223","hsa:51733","ECrel","compound"
"87","hsa:223","hsa:84735","ECrel","compound"
"88","hsa:223","hsa:57571","ECrel","compound"
"89","hsa:223","hsa:54498","ECrel","compound"
"90","hsa:224","hsa:51733","ECrel","compound"
"91","hsa:224","hsa:84735","ECrel","compound"
"92","hsa:224","hsa:57571","ECrel","compound"
"93","hsa:224","hsa:54498","ECrel","compound"
"94","hsa:501","hsa:51733","ECrel","compound"
"95","hsa:501","hsa:84735","ECrel","compound"
"96","hsa:501","hsa:57571","ECrel","compound"
"97","hsa:501","hsa:54498","ECrel","compound"
"99","hsa:51733","hsa:84735","ECrel","compound"
"100","hsa:51733","hsa:57571","ECrel","compound"
"101","hsa:51733","hsa:55748","ECrel","compound"
"103","hsa:84735","hsa:84735","ECrel","compound"
"104","hsa:84735","hsa:57571","ECrel","compound"
"105","hsa:84735","hsa:55748","ECrel","compound"
"106","hsa:218","hsa:314","ECrel","compound"
"107","hsa:218","hsa:8639","ECrel","compound"
"108","hsa:218","hsa:84735","ECrel","compound"
"109","hsa:218","hsa:57571","ECrel","compound"
"110","hsa:218","hsa:18","ECrel","compound"
"111","hsa:218","hsa:51733","ECrel","compound"
"112","hsa:218","hsa:339896","ECrel","compound"
"113","hsa:218","hsa:2571","ECrel","compound"
"114","hsa:218","hsa:2572","ECrel","compound"
"115","hsa:218","hsa:54498","ECrel","compound"
"116","hsa:221","hsa:314","ECrel","compound"
"117","hsa:221","hsa:8639","ECrel","compound"
"118","hsa:221","hsa:84735","ECrel","compound"
"119","hsa:221","hsa:57571","ECrel","compound"
"120","hsa:221","hsa:18","ECrel","compound"
"121","hsa:221","hsa:51733","ECrel","compound"
"122","hsa:221","hsa:339896","ECrel","compound"
"123","hsa:221","hsa:2571","ECrel","compound"
"124","hsa:221","hsa:2572","ECrel","compound"
"125","hsa:221","hsa:54498","ECrel","compound"
"126","hsa:222","hsa:314","ECrel","compound"
"127","hsa:222","hsa:8639","ECrel","compound"
"128","hsa:222","hsa:84735","ECrel","compound"
"129","hsa:222","hsa:57571","ECrel","compound"
"130","hsa:222","hsa:18","ECrel","compound"
"131","hsa:222","hsa:51733","ECrel","compound"
"132","hsa:222","hsa:339896","ECrel","compound"
"133","hsa:222","hsa:2571","ECrel","compound"
"134","hsa:222","hsa:2572","ECrel","compound"
"135","hsa:222","hsa:54498","ECrel","compound"
"136","hsa:55748","hsa:218","ECrel","compound"
"137","hsa:55748","hsa:221","ECrel","compound"
"138","hsa:55748","hsa:222","ECrel","compound"
"139","hsa:55748","hsa:217","ECrel","compound"
"140","hsa:55748","hsa:219","ECrel","compound"
"141","hsa:55748","hsa:223","ECrel","compound"
"142","hsa:55748","hsa:224","ECrel","compound"
"143","hsa:55748","hsa:501","ECrel","compound"
