"","from","to","type","subtype"
"2","hsa:1056","hsa:11343","ECrel","compound"
"21","hsa:1056","hsa:55750","ECrel","compound"
"3","hsa:1056","hsa:1056","ECrel","compound"
"4","hsa:1056","hsa:119548","ECrel","compound"
"5","hsa:1056","hsa:3990","ECrel","compound"
"6","hsa:1056","hsa:5406","ECrel","compound"
"7","hsa:1056","hsa:5407","ECrel","compound"
"8","hsa:1056","hsa:5408","ECrel","compound"
"9","hsa:1056","hsa:57104","ECrel","compound"
"10","hsa:1056","hsa:80339","ECrel","compound"
"11","hsa:1056","hsa:8513","ECrel","compound"
"12","hsa:1056","hsa:9388","ECrel","compound"
"13","hsa:1056","hsa:4023","ECrel","compound"
"14","hsa:1056","hsa:139189","ECrel","compound"
"15","hsa:1056","hsa:1606","ECrel","compound"
"16","hsa:1056","hsa:1607","ECrel","compound"
"17","hsa:1056","hsa:1608","ECrel","compound"
"18","hsa:1056","hsa:160851","ECrel","compound"
"19","hsa:1056","hsa:1609","ECrel","compound"
"20","hsa:1056","hsa:8525","ECrel","compound"
"211","hsa:1056","hsa:8526","ECrel","compound"
"22","hsa:1056","hsa:8527","ECrel","compound"
"23","hsa:1056","hsa:9162","ECrel","compound"
"25","hsa:1056","hsa:23175","ECrel","compound"
"26","hsa:1056","hsa:64900","ECrel","compound"
"31","hsa:1056","hsa:9663","ECrel","compound"
"32","hsa:1056","hsa:116255","ECrel","compound"
"33","hsa:1056","hsa:346606","ECrel","compound"
"34","hsa:1056","hsa:80168","ECrel","compound"
"35","hsa:119548","hsa:11343","ECrel","compound"
"36","hsa:119548","hsa:55750","ECrel","compound"
"37","hsa:119548","hsa:1056","ECrel","compound"
"38","hsa:119548","hsa:119548","ECrel","compound"
"39","hsa:119548","hsa:3990","ECrel","compound"
"40","hsa:119548","hsa:5406","ECrel","compound"
"41","hsa:119548","hsa:5407","ECrel","compound"
"42","hsa:119548","hsa:5408","ECrel","compound"
"43","hsa:119548","hsa:57104","ECrel","compound"
"44","hsa:119548","hsa:80339","ECrel","compound"
"45","hsa:119548","hsa:8513","ECrel","compound"
"46","hsa:119548","hsa:9388","ECrel","compound"
"47","hsa:119548","hsa:4023","ECrel","compound"
"48","hsa:119548","hsa:139189","ECrel","compound"
"49","hsa:119548","hsa:1606","ECrel","compound"
"50","hsa:119548","hsa:1607","ECrel","compound"
"51","hsa:119548","hsa:1608","ECrel","compound"
"52","hsa:119548","hsa:160851","ECrel","compound"
"53","hsa:119548","hsa:1609","ECrel","compound"
"54","hsa:119548","hsa:8525","ECrel","compound"
"55","hsa:119548","hsa:8526","ECrel","compound"
