"","from","to","type","subtype"
"2","hsa:81490","hsa:9791","ECrel","compound"
"3","hsa:81490","hsa:10390","ECrel","compound"
"6","hsa:81490","hsa:123745","ECrel","compound"
"7","hsa:81490","hsa:151056","ECrel","compound"
"8","hsa:81490","hsa:255189","ECrel","compound"
"9","hsa:81490","hsa:26279","ECrel","compound"
"10","hsa:81490","hsa:283748","ECrel","compound"
"11","hsa:81490","hsa:30814","ECrel","compound"
"12","hsa:81490","hsa:391013","ECrel","compound"
"13","hsa:81490","hsa:50487","ECrel","compound"
"14","hsa:81490","hsa:5319","ECrel","compound"
"15","hsa:81490","hsa:5320","ECrel","compound"
"16","hsa:81490","hsa:5321","ECrel","compound"
"17","hsa:81490","hsa:5322","ECrel","compound"
"18","hsa:81490","hsa:64600","ECrel","compound"
"19","hsa:81490","hsa:81579","ECrel","compound"
"20","hsa:81490","hsa:8398","ECrel","compound"
"21","hsa:81490","hsa:8399","ECrel","compound"
"22","hsa:81490","hsa:84647","ECrel","compound"
"23","hsa:81490","hsa:8605","ECrel","compound"
"25","hsa:81490","hsa:10162","ECrel","compound"
"26","hsa:81490","hsa:129642","ECrel","compound"
"27","hsa:81490","hsa:154141","ECrel","compound"
"28","hsa:81490","hsa:254531","ECrel","compound"
"29","hsa:81490","hsa:122618","ECrel","compound"
"30","hsa:81490","hsa:23646","ECrel","compound"
"31","hsa:81490","hsa:5337","ECrel","compound"
"32","hsa:81490","hsa:5338","ECrel","compound"
"33","hsa:81490","hsa:10400","ECrel","compound"
"34","hsa:81490","hsa:51365","ECrel","compound"
"35","hsa:9791","hsa:23761","ECrel","compound"
"37","hsa:9791","hsa:3931","ECrel","compound"
"39","hsa:9791","hsa:123745","ECrel","compound"
"40","hsa:9791","hsa:151056","ECrel","compound"
"41","hsa:9791","hsa:255189","ECrel","compound"
"42","hsa:9791","hsa:26279","ECrel","compound"
"43","hsa:9791","hsa:283748","ECrel","compound"
"44","hsa:9791","hsa:30814","ECrel","compound"
"45","hsa:9791","hsa:391013","ECrel","compound"
"46","hsa:9791","hsa:50487","ECrel","compound"
"47","hsa:9791","hsa:5319","ECrel","compound"
"48","hsa:9791","hsa:5320","ECrel","compound"
"49","hsa:9791","hsa:5321","ECrel","compound"
"50","hsa:9791","hsa:5322","ECrel","compound"
"51","hsa:9791","hsa:64600","ECrel","compound"
"52","hsa:9791","hsa:81579","ECrel","compound"
"53","hsa:9791","hsa:8398","ECrel","compound"
"54","hsa:9791","hsa:8399","ECrel","compound"
"55","hsa:9791","hsa:84647","ECrel","compound"
"56","hsa:9791","hsa:8605","ECrel","compound"
"58","hsa:9791","hsa:10162","ECrel","compound"
"59","hsa:9791","hsa:254531","ECrel","compound"
"60","hsa:9791","hsa:54947","ECrel","compound"
"61","hsa:9791","hsa:79888","ECrel","compound"
"62","hsa:9791","hsa:10390","ECrel","compound"
"63","hsa:9791","hsa:56994","ECrel","compound"
"64","hsa:9791","hsa:10400","ECrel","compound"
