"","from","to","type","subtype"
"2","hsa:54344","hsa:22845","ECrel","compound"
"21","hsa:54344","hsa:1798","ECrel","compound"
"3","hsa:8818","hsa:22845","ECrel","compound"
"4","hsa:8818","hsa:1798","ECrel","compound"
"5","hsa:29929","hsa:29880","ECrel","compound"
"6","hsa:29929","hsa:79796","ECrel","compound"
"7","hsa:79087","hsa:79796","ECrel","compound"
"10","hsa:10195","hsa:8813","ECrel","compound"
"11","hsa:10195","hsa:54344","ECrel","compound"
"12","hsa:10195","hsa:8818","ECrel","compound"
"13","hsa:146664","hsa:11282","ECrel","compound"
"14","hsa:146664","hsa:11320","ECrel","compound"
"16","hsa:146664","hsa:25834","ECrel","compound"
"17","hsa:4249","hsa:11282","ECrel","compound"
"18","hsa:4249","hsa:11320","ECrel","compound"
"20","hsa:4249","hsa:25834","ECrel","compound"
"211","hsa:57171","hsa:22845","ECrel","compound"
"22","hsa:57171","hsa:29880","ECrel","compound"
"23","hsa:57171","hsa:1798","ECrel","compound"
"24","hsa:57171","hsa:8813","ECrel","compound"
"25","hsa:57171","hsa:54344","ECrel","compound"
"26","hsa:57171","hsa:8818","ECrel","compound"
"27","hsa:57171","hsa:1603","ECrel","compound"
"28","hsa:57171","hsa:1650","ECrel","compound"
"29","hsa:57171","hsa:6184","ECrel","compound"
"30","hsa:57171","hsa:6185","ECrel","compound"
"31","hsa:57171","hsa:7991","ECrel","compound"
"32","hsa:57171","hsa:201595","ECrel","compound"
"33","hsa:57171","hsa:3703","ECrel","compound"
"34","hsa:2530","hsa:4247","ECrel","compound"
"36","hsa:2530","hsa:11282","ECrel","compound"
"37","hsa:2530","hsa:11320","ECrel","compound"
"39","hsa:2530","hsa:2683","ECrel","compound"
"40","hsa:2530","hsa:8703","ECrel","compound"
"41","hsa:2530","hsa:8704","ECrel","compound"
"42","hsa:2683","hsa:6480","ECrel","compound"
"43","hsa:2683","hsa:84620","ECrel","compound"
"44","hsa:8703","hsa:6480","ECrel","compound"
"45","hsa:8703","hsa:84620","ECrel","compound"
"46","hsa:8704","hsa:6480","ECrel","compound"
"47","hsa:8704","hsa:84620","ECrel","compound"
"52","hsa:4247","hsa:4122","ECrel","compound"
"53","hsa:4247","hsa:4124","ECrel","compound"
"54","hsa:4247","hsa:11282","ECrel","compound"
"55","hsa:4247","hsa:11320","ECrel","compound"
"57","hsa:4122","hsa:4245","ECrel","compound"
"58","hsa:4124","hsa:4245","ECrel","compound"
"62","hsa:23193","hsa:7841","ECrel","compound"
"63","hsa:23193","hsa:11253","ECrel","compound"
"64","hsa:7841","hsa:1603","ECrel","compound"
"65","hsa:7841","hsa:1650","ECrel","compound"
"66","hsa:7841","hsa:6184","ECrel","compound"
"67","hsa:7841","hsa:6185","ECrel","compound"
"68","hsa:7841","hsa:7991","ECrel","compound"
"69","hsa:7841","hsa:201595","ECrel","compound"
"70","hsa:7841","hsa:3703","ECrel","compound"
"72","hsa:29880","hsa:22845","ECrel","compound"
"73","hsa:29880","hsa:1798","ECrel","compound"
"74","hsa:29880","hsa:8813","ECrel","compound"
"75","hsa:29880","hsa:54344","ECrel","compound"
"76","hsa:29880","hsa:8818","ECrel","compound"
"77","hsa:85365","hsa:56052","ECrel","compound"
"78","hsa:56052","hsa:8813","ECrel","compound"
"79","hsa:56052","hsa:54344","ECrel","compound"
"80","hsa:56052","hsa:8818","ECrel","compound"
"81","hsa:56052","hsa:79868","ECrel","compound"
"82","hsa:56052","hsa:199857","ECrel","compound"
"83","hsa:8813","hsa:22845","ECrel","compound"
"84","hsa:8813","hsa:1798","ECrel","compound"
"85","hsa:1798","hsa:22845","ECrel","compound"
"86","hsa:1798","hsa:79868","ECrel","compound"
"87","hsa:1798","hsa:199857","ECrel","compound"
"108","hsa:79644","hsa:22845","ECrel","compound"
