"","from","to","type","subtype"
"2","hsa:4329","hsa:79611","ECrel","compound"
"21","hsa:4329","hsa:55902","ECrel","compound"
"3","hsa:4329","hsa:84532","ECrel","compound"
"4","hsa:4329","hsa:35","ECrel","compound"
"5","hsa:4329","hsa:55862","ECrel","compound"
"6","hsa:4329","hsa:5095","ECrel","compound"
"7","hsa:4329","hsa:5096","ECrel","compound"
"9","hsa:4329","hsa:31","ECrel","compound"
"10","hsa:4329","hsa:32","ECrel","compound"
"11","hsa:4329","hsa:38","ECrel","compound"
"12","hsa:4329","hsa:39","ECrel","compound"
"13","hsa:4329","hsa:1629","ECrel","compound"
"14","hsa:18","hsa:4329","ECrel","compound"
"15","hsa:26275","hsa:1892","ECrel","compound"
"16","hsa:26275","hsa:1962","ECrel","compound"
"17","hsa:26275","hsa:3030","ECrel","compound"
"19","hsa:84693","hsa:5095","ECrel","compound"
"20","hsa:84693","hsa:5096","ECrel","compound"
"211","hsa:84693","hsa:55862","ECrel","compound"
"22","hsa:5095","hsa:79611","ECrel","compound"
"23","hsa:5095","hsa:55902","ECrel","compound"
"24","hsa:5095","hsa:84532","ECrel","compound"
"25","hsa:5095","hsa:35","ECrel","compound"
"26","hsa:5096","hsa:79611","ECrel","compound"
"27","hsa:5096","hsa:55902","ECrel","compound"
"28","hsa:5096","hsa:84532","ECrel","compound"
"29","hsa:5096","hsa:35","ECrel","compound"
"30","hsa:55862","hsa:79611","ECrel","compound"
"31","hsa:55862","hsa:55902","ECrel","compound"
"32","hsa:55862","hsa:84532","ECrel","compound"
"33","hsa:55862","hsa:35","ECrel","compound"
"34","hsa:79611","hsa:55902","ECrel","compound"
"35","hsa:79611","hsa:84532","ECrel","compound"
"36","hsa:79611","hsa:35","ECrel","compound"
"37","hsa:55902","hsa:35","ECrel","compound"
"38","hsa:84532","hsa:35","ECrel","compound"
"39","hsa:1892","hsa:51","ECrel","compound"
"40","hsa:1892","hsa:8310","ECrel","compound"
"41","hsa:1962","hsa:51","ECrel","compound"
"42","hsa:1962","hsa:8310","ECrel","compound"
"43","hsa:3030","hsa:51","ECrel","compound"
"44","hsa:3030","hsa:8310","ECrel","compound"
"45","hsa:35","hsa:1892","ECrel","compound"
"46","hsa:35","hsa:1962","ECrel","compound"
"47","hsa:35","hsa:3030","ECrel","compound"
"52","hsa:38","hsa:31","ECrel","compound"
"53","hsa:38","hsa:32","ECrel","compound"
"55","hsa:39","hsa:31","ECrel","compound"
"56","hsa:39","hsa:32","ECrel","compound"
"57","hsa:1738","hsa:1629","ECrel","compound"
"65","hsa:594","hsa:1738","ECrel","compound"
"66","hsa:594","hsa:1629","ECrel","compound"
"67","hsa:594","hsa:160287","ECrel","compound"
"68","hsa:594","hsa:3939","ECrel","compound"
"69","hsa:594","hsa:3945","ECrel","compound"
"70","hsa:594","hsa:3948","ECrel","compound"
"71","hsa:594","hsa:92483","ECrel","compound"
"72","hsa:1629","hsa:35","ECrel","compound"
"73","hsa:1629","hsa:5095","ECrel","compound"
"74","hsa:1629","hsa:5096","ECrel","compound"
"75","hsa:1629","hsa:55862","ECrel","compound"
"76","hsa:1629","hsa:55902","ECrel","compound"
"77","hsa:1629","hsa:84532","ECrel","compound"
"78","hsa:1629","hsa:79611","ECrel","compound"
"79","hsa:51","hsa:5095","ECrel","compound"
"80","hsa:51","hsa:5096","ECrel","compound"
"81","hsa:51","hsa:55862","ECrel","compound"
"82","hsa:51","hsa:4329","ECrel","compound"
"83","hsa:51","hsa:79611","ECrel","compound"
"84","hsa:51","hsa:55902","ECrel","compound"
"85","hsa:51","hsa:84532","ECrel","compound"
"86","hsa:51","hsa:1629","ECrel","compound"
"87","hsa:8310","hsa:5095","ECrel","compound"
"88","hsa:8310","hsa:5096","ECrel","compound"
"89","hsa:8310","hsa:55862","ECrel","compound"
"90","hsa:8310","hsa:4329","ECrel","compound"
"91","hsa:8310","hsa:79611","ECrel","compound"
"92","hsa:8310","hsa:55902","ECrel","compound"
"93","hsa:8310","hsa:84532","ECrel","compound"
"94","hsa:8310","hsa:1629","ECrel","compound"
