"","from","to","type","subtype"
"2","hsa:10312","hsa:27068","ECrel","compound"
"21","hsa:10312","hsa:5464","ECrel","compound"
"3","hsa:10312","hsa:64077","ECrel","compound"
"10","hsa:127124","hsa:27068","ECrel","compound"
"11","hsa:127124","hsa:5464","ECrel","compound"
"12","hsa:127124","hsa:64077","ECrel","compound"
"13","hsa:155066","hsa:27068","ECrel","compound"
"14","hsa:155066","hsa:5464","ECrel","compound"
"15","hsa:155066","hsa:64077","ECrel","compound"
"16","hsa:23545","hsa:27068","ECrel","compound"
"17","hsa:23545","hsa:5464","ECrel","compound"
"18","hsa:23545","hsa:64077","ECrel","compound"
"19","hsa:245972","hsa:27068","ECrel","compound"
"20","hsa:245972","hsa:5464","ECrel","compound"
"211","hsa:245972","hsa:64077","ECrel","compound"
"22","hsa:245973","hsa:27068","ECrel","compound"
"23","hsa:245973","hsa:5464","ECrel","compound"
"24","hsa:245973","hsa:64077","ECrel","compound"
"37","hsa:50617","hsa:27068","ECrel","compound"
"38","hsa:50617","hsa:5464","ECrel","compound"
"39","hsa:50617","hsa:64077","ECrel","compound"
"46","hsa:51382","hsa:27068","ECrel","compound"
"47","hsa:51382","hsa:5464","ECrel","compound"
"48","hsa:51382","hsa:64077","ECrel","compound"
"58","hsa:51606","hsa:27068","ECrel","compound"
"59","hsa:51606","hsa:5464","ECrel","compound"
"60","hsa:51606","hsa:64077","ECrel","compound"
"73","hsa:523","hsa:27068","ECrel","compound"
"74","hsa:523","hsa:5464","ECrel","compound"
"75","hsa:523","hsa:64077","ECrel","compound"
"76","hsa:525","hsa:27068","ECrel","compound"
"77","hsa:525","hsa:5464","ECrel","compound"
"78","hsa:525","hsa:64077","ECrel","compound"
"79","hsa:526","hsa:27068","ECrel","compound"
"80","hsa:526","hsa:5464","ECrel","compound"
"81","hsa:526","hsa:64077","ECrel","compound"
"85","hsa:528","hsa:27068","ECrel","compound"
"86","hsa:528","hsa:5464","ECrel","compound"
"87","hsa:528","hsa:64077","ECrel","compound"
"88","hsa:529","hsa:27068","ECrel","compound"
"89","hsa:529","hsa:5464","ECrel","compound"
"90","hsa:529","hsa:64077","ECrel","compound"
"91","hsa:533","hsa:27068","ECrel","compound"
"92","hsa:533","hsa:5464","ECrel","compound"
"93","hsa:533","hsa:64077","ECrel","compound"
"97","hsa:535","hsa:27068","ECrel","compound"
"98","hsa:535","hsa:5464","ECrel","compound"
"99","hsa:535","hsa:64077","ECrel","compound"
"100","hsa:537","hsa:27068","ECrel","compound"
"101","hsa:537","hsa:5464","ECrel","compound"
"102","hsa:537","hsa:64077","ECrel","compound"
"106","hsa:8992","hsa:27068","ECrel","compound"
"107","hsa:8992","hsa:5464","ECrel","compound"
"108","hsa:8992","hsa:64077","ECrel","compound"
"109","hsa:90423","hsa:27068","ECrel","compound"
"110","hsa:90423","hsa:5464","ECrel","compound"
"111","hsa:90423","hsa:64077","ECrel","compound"
"112","hsa:9114","hsa:27068","ECrel","compound"
"113","hsa:9114","hsa:5464","ECrel","compound"
"114","hsa:9114","hsa:64077","ECrel","compound"
"115","hsa:9296","hsa:27068","ECrel","compound"
"116","hsa:9296","hsa:5464","ECrel","compound"
"117","hsa:9296","hsa:64077","ECrel","compound"
"118","hsa:9550","hsa:27068","ECrel","compound"
"119","hsa:9550","hsa:5464","ECrel","compound"
"120","hsa:9550","hsa:64077","ECrel","compound"
"124","hsa:479","hsa:27068","ECrel","compound"
"125","hsa:479","hsa:5464","ECrel","compound"
"126","hsa:479","hsa:64077","ECrel","compound"
"127","hsa:495","hsa:27068","ECrel","compound"
"128","hsa:495","hsa:5464","ECrel","compound"
"129","hsa:495","hsa:64077","ECrel","compound"
"130","hsa:496","hsa:27068","ECrel","compound"
"131","hsa:496","hsa:5464","ECrel","compound"
"132","hsa:496","hsa:64077","ECrel","compound"
