"","from","to","type","subtype"
"2","hsa:6898","hsa:27430","ECrel","compound"
"21","hsa:6898","hsa:4143","ECrel","compound"
"3","hsa:6898","hsa:4144","ECrel","compound"
"4","hsa:6898","hsa:55256","ECrel","compound"
"5","hsa:55256","hsa:55256","ECrel","compound"
"6","hsa:55256","hsa:58478","ECrel","compound"
"7","hsa:51074","hsa:84245","ECrel","compound"
"8","hsa:51074","hsa:58478","ECrel","compound"
"11","hsa:262","hsa:6723","ECrel","compound"
"12","hsa:262","hsa:6611","ECrel","compound"
"15","hsa:1491","hsa:1036","ECrel","compound"
"16","hsa:1491","hsa:137362","ECrel","compound"
"17","hsa:1491","hsa:2805","ECrel","compound"
"18","hsa:1491","hsa:2806","ECrel","compound"
"19","hsa:1491","hsa:586","ECrel","compound"
"20","hsa:1491","hsa:587","ECrel","compound"
"211","hsa:1491","hsa:64902","ECrel","compound"
"23","hsa:875","hsa:1491","ECrel","compound"
"24","hsa:4548","hsa:10768","ECrel","compound"
"25","hsa:4548","hsa:191","ECrel","compound"
"26","hsa:4548","hsa:23382","ECrel","compound"
"30","hsa:4548","hsa:875","ECrel","compound"
"31","hsa:4548","hsa:6898","ECrel","compound"
"32","hsa:4548","hsa:259307","ECrel","compound"
"33","hsa:4548","hsa:27430","ECrel","compound"
"34","hsa:4548","hsa:4143","ECrel","compound"
"35","hsa:4548","hsa:4144","ECrel","compound"
"44","hsa:635","hsa:10768","ECrel","compound"
"45","hsa:635","hsa:191","ECrel","compound"
"46","hsa:635","hsa:23382","ECrel","compound"
"50","hsa:635","hsa:875","ECrel","compound"
"51","hsa:635","hsa:6898","ECrel","compound"
"52","hsa:635","hsa:259307","ECrel","compound"
"53","hsa:635","hsa:27430","ECrel","compound"
"54","hsa:635","hsa:4143","ECrel","compound"
"55","hsa:635","hsa:4144","ECrel","compound"
"56","hsa:27430","hsa:1786","ECrel","compound"
"57","hsa:27430","hsa:1788","ECrel","compound"
"58","hsa:27430","hsa:1789","ECrel","compound"
"59","hsa:27430","hsa:262","ECrel","compound"
"60","hsa:4143","hsa:1786","ECrel","compound"
"61","hsa:4143","hsa:1788","ECrel","compound"
"62","hsa:4143","hsa:1789","ECrel","compound"
"63","hsa:4143","hsa:262","ECrel","compound"
"64","hsa:4144","hsa:1786","ECrel","compound"
"65","hsa:4144","hsa:1788","ECrel","compound"
"66","hsa:4144","hsa:1789","ECrel","compound"
"67","hsa:4144","hsa:262","ECrel","compound"
"71","hsa:10768","hsa:875","ECrel","compound"
"72","hsa:10768","hsa:1786","ECrel","compound"
"73","hsa:10768","hsa:1788","ECrel","compound"
"74","hsa:10768","hsa:1789","ECrel","compound"
"78","hsa:191","hsa:875","ECrel","compound"
"79","hsa:191","hsa:1786","ECrel","compound"
